"expgender","exprace","age","sex","lab_or_online","gambfalgroup","gambfalDV","anch1group","anchoring1","anch2group","anchoring2","anch3group","anchoring3","anch4group","anchoring4"
"","",27,"m",1,"two_sixes",2,"low",3000,"low",2500000,"high",42390,"low",275
"","",26,"m",1,"two_sixes",4.47213595499958,"low",2100,"high",2200000,"high",31000,"low",8000
"","",43,"f",1,"three_sixes",2.23606797749979,"low",3500,"high",3e+06,"low",30000,"high",25000
"","",44,"m",1,"three_sixes",4.24264068711928,"high",3000,"high",3e+06,"low",2500,"low",200
"","",27,"m",1,"three_sixes",NA,"high",3000,"low",NA,"high",30000,"high",20000
"","",51,"f",1,"three_sixes",7.07106781186548,"high",4200,"low",5e+05,"low",4560,"low",1440
"","",50,"m",1,"three_sixes",0,"high",3000,"high",3e+06,"low",29000,"high",20000
"","",46,"m",1,"two_sixes",1.73205080756888,"high",2500,"low",350000,"low",20000,"high",20000
"","",35,"m",1,"three_sixes",1.4142135623731,"high",5500,"high",3e+06,"low",7000,"high",15000
"","",48,"m",1,"three_sixes",1,"high",3000,"low",2e+06,"high",29000,"low",6000
"","",29,"f",1,"three_sixes",10,"low",2500,"high",4e+06,"low",26000,"high",25000
"","",33,"m",1,"three_sixes",0,"high",3000,"high",3e+06,"high",45000,"low",1000
"","",38,"f",1,"two_sixes",1,"high",5600,"low",NA,"low",5000,"high",35000
"","",25,"m",1,"three_sixes",NA,"low",NA,"low",3e+05,"high",16000,"low",5000
"","",52,"f",1,"three_sixes",1.73205080756888,"high",3200,"high",2e+06,"low",16000,"low",1500
"","",27,"f",1,"three_sixes",1.73205080756888,"low",2000,"high",4e+06,"high",35000,"low",150
"","",21,"m",1,"two_sixes",10,"low",3000,"low",7e+05,"low",NA,"high",30000
"","",26,"f",1,"two_sixes",5,"high",3000,"low",2200000,"low",18000,"high",12000
"","",31,"f",1,"three_sixes",NA,"low",2000,"high",4000500,"high",45000,"low",110
"","",48,"f",1,"three_sixes",3.16227766016838,"high",4000,"high",3500000,"low",10000,"high",40000
"","",22,"m",1,"three_sixes",3.16227766016838,"low",2000,"high",3e+06,"high",36000,"high",25000
"","",51,"f",1,"three_sixes",NA,"high",3000,"low",250000,"low",2500,"high",25000
"","",64,"f",1,"two_sixes",3.16227766016838,"low",NA,"low",2e+06,"low",2180,"high",40000
"","",49,"f",1,"three_sixes",3.16227766016838,"low",4000,"high",4e+06,"high",40000,"low",1000
"","",51,"m",1,"two_sixes",1.73205080756888,"high",3000,"low",3e+06,"low",25000,"high",1000
"","",28,"m",1,"two_sixes",1,"low",2100,"high",2e+06,"high",28000,"high",35000
"","",52,"f",1,"two_sixes",10,"low",2500,"low",3e+05,"high",45490,"high",20000
"","",31,"m",1,"three_sixes",1.4142135623731,"high",3000,"high",2400000,"low",2100,"high",40000
"","",32,"m",1,"three_sixes",NA,"low",3000,"high",4e+06,"low",11000,"high",25000
"","",66,"f",1,"three_sixes",1,"low",3000,"low",4e+06,"low",19000,"high",30000
"","",23,"f",1,"two_sixes",1,"low",3500,"high",4500000,"low",2162,"low",102
"","",26,"f",1,"two_sixes",14.142135623731,"high",5000,"high",2e+06,"low",3500,"low",NA
"","",17,"f",1,"three_sixes",1.4142135623731,"low",3000,"high",2e+06,"low",29000,"high",25000
"","",23,"m",1,"two_sixes",10,"low",NA,"low",2e+06,"high",19000,"low",5000
"","",20,"m",1,"three_sixes",0,"low",3840,"low",1e+06,"high",40000,"high",2000
"","",20,"f",1,"three_sixes",4.69041575982343,"high",5988,"low",201000,"high",45250,"low",140
"","",25,"f",1,"three_sixes",2.23606797749979,"low",NA,"low",250000,"high",45000,"low",NA
"","",39,"m",1,"three_sixes",1,"low",2300,"high",4e+06,"low",24500,"high",15000
"","",16,"m",1,"two_sixes",3.16227766016838,"low",5000,"high",2e+06,"high",10000,"low",500
"","",54,"f",1,"two_sixes",1.73205080756888,"high",3000,"low",1e+06,"low",40000,"low",NA
"","",47,"m",1,"two_sixes",2.23606797749979,"low",4000,"low",3e+06,"low",NA,"low",10000
"","",27,"m",1,"two_sixes",6,"low",3000,"high",750000,"low",12000,"high",2300
"","",40,"f",1,"two_sixes",NA,"high",4800,"low",1400000,"high",38000,"low",25000
"","",28,"m",1,"two_sixes",1.4142135623731,"low",2500,"high",3600000,"high",42000,"high",14000
"","",42,"f",1,"two_sixes",3.16227766016838,"high",5200,"low",4e+06,"low",16000,"low",9000
"","",48,"m",1,"three_sixes",0,"low",3300,"high",3600000,"low",12000,"low",3000
"","",30,"m",1,"three_sixes",NA,"high",3300,"high",3e+06,"low",20000,"high",20000
"","",32,"f",1,"three_sixes",1.4142135623731,"low",2500,"low",1e+06,"high",45499,"high",40000
"","",37,"f",1,"three_sixes",1.73205080756888,"low",2100,"low",425000,"high",35000,"low",300
"","",50,"m",1,"three_sixes",NA,"high",3000,"low",4e+05,"high",15000,"low",5000
"","",44,"f",1,"two_sixes",3.16227766016838,"low",1900,"high",3e+06,"low",NA,"high",20000
"","",39,"f",1,"two_sixes",1,"low",3000,"high",1500000,"low",NA,"high",15000
"","",37,"m",1,"three_sixes",1,"high",3500,"low",NA,"high",30000,"low",20000
"","",57,"f",1,"three_sixes",NA,"high",5500,"high",4500000,"high",45000,"high",47000
"","",39,"f",1,"three_sixes",2,"high",3000,"low",3e+06,"low",26000,"high",20000
"","",38,"f",1,"three_sixes",0,"low",3000,"high",2500000,"high",40000,"high",40000
"","",NA,"f",1,"three_sixes",3.16227766016838,"low",3000,"low",NA,"low",25000,"high",25000
"","",74,"m",1,"three_sixes",NA,"high",3400,"low",NA,"high",29000,"high",15000
"","",35,"f",1,"three_sixes",1,"high",5900,"high",4e+06,"low",4000,"low",110
"","",49,"f",1,"two_sixes",14.142135623731,"high",3500,"high",3500000,"high",45000,"high",38000
"","",19,"f",1,"three_sixes",2.44948974278318,"low",1525,"low",5e+05,"low",25000,"low",101
"","",24,"f",1,"three_sixes",10,"high",3000,"high",3e+06,"high",28000,"high",17000
"","",26,"m",1,"three_sixes",1,"high",3000,"low",3e+06,"high",10000,"high",20000
"","",19,"f",1,"two_sixes",3.87298334620742,"high",5000,"high",2e+06,"high",45000,"high",40000
"","",61,"f",1,"two_sixes",2.23606797749979,"high",5000,"low",1e+06,"high",40000,"high",40000
"","",61,"f",1,"two_sixes",5.47722557505166,"high",3500,"high",3500000,"low",12000,"low",2000
"","",41,"f",1,"three_sixes",1,"high",3000,"low",5e+05,"high",25000,"high",5000
"","",21,"f",1,"two_sixes",2.44948974278318,"low",5000,"high",2e+06,"high",20000,"high",45000
"","",34,"f",1,"three_sixes",2.82842712474619,"low",3500,"high",4e+06,"high",26000,"high",32000
"","",42,"f",1,"two_sixes",3.16227766016838,"low",3000,"low",3e+05,"high",45000,"low",1500
"","",50,"f",1,"three_sixes",2.44948974278318,"low",3000,"low",2e+06,"low",7000,"high",20000
"","",34,"f",1,"two_sixes",2.23606797749979,"high",3000,"low",NA,"low",7000,"low",NA
"","",40,"m",1,"three_sixes",4.47213595499958,"low",NA,"low",3e+06,"high",25000,"high",30000
"","",35,"f",1,"three_sixes",NA,"low",2000,"low",NA,"high",30000,"low",10000
"","",41,"f",1,"two_sixes",1.73205080756888,"low",1800,"low",2e+06,"low",2200,"high",40000
"","",18,"m",1,"three_sixes",2.64575131106459,"low",2758,"low",2e+06,"high",37776,"low",1000
"","",41,"m",1,"two_sixes",14.142135623731,"high",3200,"low",750000,"low",4500,"low",5000
"","",24,"m",1,"two_sixes",1,"low",3636,"high",4300000,"low",26868,"high",35000
"","",39,"m",1,"three_sixes",1,"low",3200,"low",3e+06,"low",16000,"low",NA
"","",28,"f",1,"three_sixes",1,"high",3000,"high",2e+06,"high",40000,"high",30000
"","",23,"m",1,"three_sixes",1.4142135623731,"low",2100,"high",3e+06,"high",30000,"high",20000
"","",20,"f",1,"three_sixes",3.46410161513775,"low",NA,"low",6e+05,"low",NA,"low",NA
"","",31,"f",1,"three_sixes",2.44948974278318,"high",5789,"low",456000,"high",25654,"low",1200
"","",18,"f",1,"two_sixes",1.73205080756888,"low",5000,"low",205750,"low",16000,"high",35000
"","",24,"f",1,"three_sixes",2,"high",3564,"high",456264,"high",40000,"low",250
"","",35,"f",1,"three_sixes",5,"low",3333,"low",NA,"high",29000,"low",NA
"","",24,"f",1,"two_sixes",1.73205080756888,"low",NA,"low",4e+06,"high",3000,"low",NA
"","",25,"f",1,"three_sixes",1,"low",4000,"high",4e+06,"low",25000,"high",4000
"","",19,"f",1,"three_sixes",2.23606797749979,"high",5000,"high",4449000,"high",43900,"high",32000
"","",22,"m",1,"two_sixes",4.69041575982343,"low",2567,"high",3e+05,"low",NA,"low",204.938
"","",43,"m",1,"two_sixes",1.4142135623731,"high",2500,"high",3e+06,"low",30000,"high",20000
"","",32,"f",1,"three_sixes",2.23606797749979,"high",3700,"high",2e+06,"high",30000,"high",40000
"","",43,"f",1,"two_sixes",5.91607978309962,"low",NA,"low",NA,"low",20000,"low",2500
"","",37,"f",1,"three_sixes",2.64575131106459,"high",5500,"low",4e+05,"low",2200,"low",175
"","",25,"f",1,"two_sixes",3.16227766016838,"high",5000,"high",2600000,"high",34000,"high",40000
"","",57,"m",1,"three_sixes",0,"high",5462,"high",2900000,"low",8500,"low",24000
"","",26,"f",1,"two_sixes",1,"low",2500,"high",2e+06,"high",35000,"low",1500
"","",53,"f",1,"three_sixes",3.16227766016838,"low",3700,"low",NA,"high",42500,"high",33000
"","",55,"f",1,"three_sixes",1.73205080756888,"low",1900,"high",3500000,"high",32000,"high",10000
"","",21,"f",1,"three_sixes",2.23606797749979,"high",4000,"low",4e+05,"low",5000,"high",25000
"","",48,"f",1,"two_sixes",2.82842712474619,"low",3500,"low",1e+06,"high",20300,"high",35000
"","",50,"f",1,"three_sixes",0,"high",3000,"high",1500000,"low",10000,"low",500
"","",21,"f",1,"three_sixes",1.73205080756888,"high",3000,"low",250000,"high",40000,"high",35000
"","",35,"f",1,"three_sixes",1,"low",5000,"low",NA,"high",34000,"high",25000
"","",24,"f",1,"two_sixes",1.4142135623731,"low",3000,"high",2500000,"low",15000,"high",20000
"","",50,"m",1,"three_sixes",2.23606797749979,"low",4500,"low",3e+06,"low",25000,"low",20000
"","",33,"f",1,"three_sixes",1,"high",5000,"low",220000,"low",2200,"low",1000
"","",18,"f",1,"three_sixes",2.23606797749979,"low",5000,"low",250000,"high",30000,"low",200
"","",35,"f",1,"two_sixes",2,"low",2000,"high",3e+06,"low",2300,"low",300
"","",20,"f",1,"three_sixes",1.73205080756888,"high",3000,"high",4999999,"low",29652,"high",5000
"","",23,"f",1,"three_sixes",1.73205080756888,"low",3600,"low",NA,"low",40000,"low",NA
"","",26,"m",1,"two_sixes",3,"high",5500,"low",250000,"low",2500,"low",170
"","",29,"m",1,"two_sixes",1,"high",2500,"high",4e+06,"low",29000,"low",1500
"","",35,"m",1,"three_sixes",3.16227766016838,"low",2000,"high",3e+06,"high",40000,"low",500
"","",41,"f",1,"three_sixes",1.73205080756888,"high",5400,"high",350000,"high",40000,"low",NA
"","",25,"f",1,"three_sixes",2,"high",5600,"low",NA,"high",28000,"low",5000
"","",43,"m",1,"two_sixes",2,"high",2500,"low",3e+06,"low",8800,"high",30000
"","",17,"f",1,"three_sixes",0,"high",3000,"low",4e+06,"high",35000,"low",155
"","",47,"m",1,"three_sixes",2.23606797749979,"low",1800,"low",350000,"low",2750,"low",1200
"","",24,"f",1,"two_sixes",NA,"low",NA,"low",NA,"low",16000,"low",NA
"","",43,"f",1,"three_sixes",1.73205080756888,"low",2900,"high",3e+06,"low",30000,"high",25000
"","",33,"f",1,"three_sixes",2.82842712474619,"high",4500,"low",NA,"low",3500,"low",500
"","",44,"f",1,"three_sixes",1,"low",3000,"high",4900000,"low",18000,"high",22000
"","",58,"m",1,"three_sixes",0,"low",4000,"low",2e+06,"low",39000,"high",10000
"","",51,"f",1,"three_sixes",NA,"high",3500,"low",3500000,"low",5000,"high",40231
"","",51,"m",1,"three_sixes",1,"low",NA,"high",2800000,"low",NA,"low",NA
"","",26,"f",1,"three_sixes",2.44948974278318,"high",3200,"high",3200000,"low",7800,"low",400
"","",38,"f",1,"three_sixes",1.4142135623731,"low",3000,"low",NA,"low",14000,"low",3500
"","",58,"f",1,"three_sixes",1,"high",5975,"low",1e+06,"high",45496,"high",49999
"","",23,"f",1,"three_sixes",3.16227766016838,"low",5000,"low",NA,"high",35000,"low",20000
"","",42,"f",1,"three_sixes",0,"low",2500,"low",2e+06,"low",12000,"low",10000
"","",62,"f",1,"three_sixes",0,"low",4000,"low",3e+06,"low",6000,"high",20000
"","",41,"m",1,"two_sixes",10,"high",5000,"low",2100000,"low",4200,"low",3000
"","",43,"m",1,"three_sixes",1.73205080756888,"high",5999,"low",NA,"low",NA,"high",3000
"","",29,"f",1,"two_sixes",3.46410161513775,"low",3000,"low",2e+06,"high",30000,"high",10000
"","",45,"f",1,"three_sixes",NA,"high",5000,"high",4500000,"low",30000,"low",150
"","",33,"f",1,"three_sixes",1.4142135623731,"high",3000,"high",1e+06,"low",33000,"high",25000
"","",59,"f",1,"two_sixes",3,"low",NA,"low",NA,"low",24000,"low",NA
"","",49,"f",1,"three_sixes",2.23606797749979,"low",NA,"low",250000,"low",NA,"low",NA
"","",23,"m",1,"two_sixes",4.47213595499958,"high",3000,"low",8e+05,"high",20000,"high",5000
"","",43,"f",1,"three_sixes",3.74165738677394,"high",4000,"high",1300000,"low",10000,"low",2000
"","",25,"f",1,"three_sixes",1,"high",3000,"low",1800000,"high",7000,"high",10000
"","",52,"f",1,"two_sixes",10,"low",2000,"low",NA,"high",20000,"low",150
"","",48,"f",1,"three_sixes",1.73205080756888,"low",2000,"low",3e+05,"high",40000,"low",250
"","",32,"f",1,"three_sixes",1,"low",2500,"low",2e+06,"low",20000,"high",45000
"","",61,"f",1,"two_sixes",1,"low",3000,"high",2e+06,"high",45499,"high",25000
"","",39,"f",1,"three_sixes",NA,"high",3000,"high",3e+06,"low",40000,"high",30000
"","",21,"f",1,"three_sixes",NA,"low",NA,"low",NA,"high",30000,"high",35000
"","",60,"f",1,"two_sixes",3.16227766016838,"low",1800,"low",NA,"high",30000,"low",NA
"","",51,"f",1,"three_sixes",1.73205080756888,"high",2000,"low",2e+06,"high",43000,"high",20000
"","",32,"f",1,"two_sixes",1,"high",4000,"high",3e+06,"low",15000,"low",500
"","",70,"m",1,"three_sixes",1,"high",3000,"high",4900000,"low",NA,"low",105
"","",44,"f",1,"three_sixes",3.87298334620742,"low",NA,"low",350000,"high",42000,"high",1100
"","",16,"f",1,"three_sixes",1.73205080756888,"high",4300,"low",NA,"high",29300,"low",NA
"","",37,"f",1,"three_sixes",2.44948974278318,"high",5688,"high",3e+06,"low",26000,"low",10000
"","",49,"f",1,"two_sixes",2.64575131106459,"low",NA,"low",NA,"low",NA,"high",3000
"","",56,"f",1,"three_sixes",1.4142135623731,"low",1733,"high",4e+06,"high",33000,"low",500
"","",21,"f",1,"three_sixes",3.16227766016838,"low",1700,"high",1e+06,"low",20000,"low",NA
"","",28,"m",1,"two_sixes",1.4142135623731,"high",4000,"high",2800000,"high",31000,"low",110
"","",17,"m",1,"three_sixes",1.73205080756888,"low",2000,"high",3e+06,"high",27000,"low",NA
"","",68,"f",1,"three_sixes",2,"high",2900,"low",NA,"high",43000,"high",42000
"","",18,"f",1,"two_sixes",NA,"high",4500,"high",3500000,"low",4750,"low",375
"","",40,"m",1,"two_sixes",1.73205080756888,"high",5321,"high",1500000,"low",NA,"high",5000
"","",35,"f",1,"three_sixes",1.73205080756888,"low",3000,"low",1e+06,"high",25000,"high",40000
"","",32,"f",1,"three_sixes",1,"low",NA,"low",5e+05,"high",40000,"low",300
"","",67,"f",1,"three_sixes",NA,"low",4000,"low",2e+06,"low",14000,"low",10000
"","",59,"m",1,"three_sixes",1.73205080756888,"low",3000,"low",3e+06,"low",29000,"high",10000
"","",29,"m",1,"three_sixes",1.4142135623731,"high",5500,"low",1e+06,"low",34000,"low",400
"","",31,"f",1,"two_sixes",2.23606797749979,"high",4500,"low",1e+06,"high",36500,"low",200
"","",62,"m",1,"two_sixes",3.16227766016838,"high",2500,"low",NA,"high",25000,"low",10000
"","",57,"f",1,"two_sixes",10,"low",3000,"high",3e+06,"low",14800,"high",25000
"","",24,"m",1,"three_sixes",3.46410161513775,"high",3500,"low",2e+06,"low",6000,"high",40000
"","",18,"m",1,"three_sixes",0,"high",5555,"high",3500500,"high",45450,"high",30000
"","",50,"f",1,"three_sixes",3.16227766016838,"high",5000,"low",NA,"high",30000,"high",30000
"","",42,"f",1,"three_sixes",0,"high",2000,"high",2e+06,"high",44000,"low",10000
"","",66,"m",1,"two_sixes",3.16227766016838,"high",3000,"high",3e+06,"high",30000,"high",35000
"","",24,"f",1,"three_sixes",2,"low",NA,"high",4765224,"high",42000,"low",165
"","",24,"f",1,"three_sixes",1.73205080756888,"high",4000,"high",4e+06,"low",5000,"low",150
"","",25,"m",1,"two_sixes",1.4142135623731,"low",3000,"high",2e+06,"low",5000,"low",175
"","",35,"m",1,"three_sixes",0,"low",3100,"high",2500000,"high",33500,"high",15000
"","",25,"m",1,"two_sixes",1,"low",2500,"low",NA,"high",45000,"high",15000
"","",23,"m",1,"two_sixes",2,"high",3000,"high",2e+06,"low",25000,"high",34000
"","",29,"f",1,"two_sixes",2.23606797749979,"low",2563,"high",250000,"low",29029,"high",10000
"","",21,"m",1,"two_sixes",3.16227766016838,"low",NA,"low",NA,"low",36000,"low",NA
"","",23,"f",1,"three_sixes",1,"high",4300,"low",1e+06,"low",25000,"high",35000
"","",50,"m",1,"three_sixes",4.47213595499958,"high",4200,"high",1e+06,"low",5200,"high",10000
"","",55,"f",1,"three_sixes",2.44948974278318,"low",NA,"high",5e+05,"high",5500,"low",236
"","",23,"m",1,"two_sixes",2.64575131106459,"low",NA,"low",NA,"high",40000,"high",25000
"","",18,"f",1,"two_sixes",2.23606797749979,"low",NA,"low",5e+05,"low",9000,"low",250
"","",58,"f",1,"two_sixes",1,"low",2500,"high",3e+06,"low",3000,"low",NA
"","",26,"f",1,"two_sixes",1,"low",1525,"low",NA,"low",NA,"low",NA
"","",30,"f",1,"two_sixes",3.16227766016838,"low",2400,"high",3e+06,"low",17000,"low",500
"","",41,"m",1,"two_sixes",3.16227766016838,"low",1700,"high",3980000,"high",29028,"low",1000
"","",44,"m",1,"three_sixes",0,"low",3000,"low",2900000,"low",27000,"low",NA
"","",20,"f",1,"three_sixes",0,"low",3000,"high",1500000,"low",20000,"low",6000
"","",20,"f",1,"three_sixes",2,"high",5000,"high",3e+06,"low",6000,"low",1500
"","",30,"f",1,"two_sixes",1,"low",2700,"high",3e+06,"high",43200,"high",15000
"","",32,"m",1,"two_sixes",1.73205080756888,"high",2500,"low",3e+06,"low",8000,"low",10000
"","",45,"m",1,"three_sixes",1,"high",3000,"low",NA,"high",42000,"high",40000
"","",21,"f",1,"two_sixes",1.73205080756888,"low",2900,"low",3e+05,"high",40500,"low",500
"","",44,"m",1,"three_sixes",1.4142135623731,"low",2500,"high",1e+06,"high",35000,"low",NA
"","",16,"m",1,"two_sixes",1.4142135623731,"high",5000,"low",2e+06,"low",22000,"high",20000
"","",50,"f",1,"three_sixes",1.73205080756888,"high",5000,"high",2e+06,"low",5000,"high",20000
"","",19,"f",1,"two_sixes",7.28010988928052,"low",2500,"low",263000,"low",3600,"low",423
"","",61,"f",1,"two_sixes",10.9544511501033,"high",5900,"low",NA,"low",11000,"high",49999
"","",33,"f",1,"two_sixes",3.46410161513775,"low",2700,"low",NA,"low",NA,"high",38000
"","",37,"f",1,"three_sixes",0,"low",3700,"high",450000,"high",35000,"high",40000
"","",33,"f",1,"two_sixes",1,"high",2906.1,"low",NA,"low",NA,"high",11000
"","",40,"f",1,"two_sixes",1,"low",5000,"high",3e+06,"high",37000,"low",800
"","",44,"m",1,"three_sixes",15.8113883008419,"high",3000,"high",3500000,"low",24000,"low",22000
"","",32,"m",1,"two_sixes",5,"low",2700,"low",2700000,"low",28000,"low",4800
"","",38,"f",1,"two_sixes",4.47213595499958,"low",2500,"low",6e+05,"high",40000,"high",45000
"","",67,"f",1,"three_sixes",1.73205080756888,"high",3000,"low",2e+06,"low",30000,"low",10000
"","",49,"f",1,"three_sixes",0,"low",3000,"low",2e+06,"low",10000,"high",40000
"","",24,"f",1,"three_sixes",1.4142135623731,"high",3000,"high",2500000,"high",20000,"high",10000
"","",32,"m",1,"three_sixes",1.73205080756888,"low",2300,"high",3e+06,"high",38000,"low",300
"","",60,"f",1,"three_sixes",1.73205080756888,"low",3000,"high",3e+06,"low",NA,"low",1000
"","",29,"f",1,"three_sixes",1.73205080756888,"high",3000,"low",NA,"high",30000,"low",700
"","",44,"m",1,"two_sixes",14.6969384566991,"high",4750,"high",4500000,"low",32000,"high",30000
"","",52,"m",1,"two_sixes",8.77496438739212,"low",2800,"high",4e+06,"low",30000,"high",2000
"","",47,"f",1,"two_sixes",1,"low",2500,"low",NA,"low",NA,"high",40000
"","",44,"m",1,"three_sixes",1.4142135623731,"high",3000,"high",3e+06,"high",35000,"low",1000
"","",47,"m",1,"two_sixes",14.6969384566991,"high",3000,"low",3e+06,"low",29000,"low",NA
"","",21,"f",1,"three_sixes",3.16227766016838,"low",NA,"high",250000,"low",5000,"high",25000
"","",47,".",1,"two_sixes",4.47213595499958,"low",5000,"high",2e+06,"low",3500,"low",NA
"","",68,"m",1,"three_sixes",NA,"low",NA,"high",4e+06,"low",NA,"high",30000
"","",78,"f",1,"three_sixes",2.23606797749979,"high",3500,"high",4500000,"high",45000,"low",120
"","",40,"f",1,"three_sixes",1.73205080756888,"low",NA,"low",NA,"low",30000,"high",25000
"","",23,"f",1,"two_sixes",5,"high",5673,"low",NA,"high",43000,"low",432
"","",18,"f",1,"three_sixes",2.23606797749979,"high",5280,"low",3e+05,"high",45432,"high",47000
"","",62,"m",1,"three_sixes",2.23606797749979,"high",3000,"high",3e+06,"high",24000,"low",500
"","",57,"f",1,"three_sixes",0,"low",5000,"high",3e+06,"high",27000,"high",8000
"","",55,"f",1,"three_sixes",3.16227766016838,"low",2800,"high",4200000,"high",35000,"high",35000
"","",51,"f",1,"two_sixes",1,"low",2600,"high",4e+05,"low",NA,"high",30000
"","",22,"m",1,"two_sixes",1.73205080756888,"low",2500,"low",250000,"low",24000,"high",10000
"","",23,"f",1,"two_sixes",5.47722557505166,"high",4226,"low",NA,"low",4000,"low",1000
"","",63,"m",1,"three_sixes",0,"low",4000,"high",4500000,"high",40000,"low",2000
"","",20,"f",1,"three_sixes",2,"high",4000,"low",3e+05,"low",2785,"low",200
"","",36,"m",1,"three_sixes",1,"high",2500,"low",2e+06,"low",5000,"high",20000
"","",23,"f",1,"two_sixes",1.73205080756888,"high",4000,"low",NA,"high",29000,"low",NA
"","",29,"f",1,"two_sixes",3.87298334620742,"high",3000,"low",3e+06,"low",8000,"low",10000
"","",43,"m",1,"two_sixes",5.47722557505166,"low",2500,"low",NA,"high",42000,"high",35000
"","",42,"f",1,"three_sixes",2.23606797749979,"high",5000,"high",4500000,"high",45000,"high",30000
"","",28,"m",1,"three_sixes",2.23606797749979,"high",2756,"high",3e+06,"low",24000,"low",500
"","",34,"f",1,"three_sixes",0,"high",4000,"low",3e+06,"low",NA,"low",20000
"","",30,"f",1,"two_sixes",2.44948974278318,"high",2000,"low",999000,"high",30000,"high",25000
"","",22,"m",1,"three_sixes",1.4142135623731,"low",1570,"low",NA,"high",44870,"high",47000
"","",51,"f",1,"two_sixes",1,"low",3800,"low",NA,"high",28000,"high",25000
"","",20,"f",1,"three_sixes",1.73205080756888,"low",NA,"low",220000,"low",2200,"high",48000
"","",29,"f",1,"three_sixes",NA,"low",2500,"low",3e+06,"low",13000,"high",3000
"","",25,"f",1,"three_sixes",NA,"high",4000,"low",NA,"low",29000,"high",40000
"","",45,"m",1,"two_sixes",1,"low",3478,"low",NA,"high",41000,"low",17349
"","",19,"f",1,"three_sixes",1,"high",2000,"low",2e+06,"low",35000,"low",NA
"","",28,"f",1,"three_sixes",NA,"low",3500,"low",NA,"low",30000,"low",10000
"","",52,"m",1,"three_sixes",3.74165738677394,"low",3000,"high",4e+06,"low",10000,"low",1000
"","",39,"m",1,"two_sixes",10,"low",2500,"low",3e+05,"high",45000,"high",2000
"","",23,"m",1,"three_sixes",2,"high",4500,"high",2e+06,"low",3500,"low",NA
"","",42,"f",1,"two_sixes",1.4142135623731,"low",3600,"low",1e+06,"low",4000,"low",5000
"","",49,"f",1,"two_sixes",12.2474487139159,"low",3500,"high",3e+06,"high",39000,"high",25000
"","",25,"m",1,"three_sixes",1.73205080756888,"low",2800,"high",2500000,"high",32000,"high",35000
"","",43,"m",1,"three_sixes",2.23606797749979,"low",3000,"low",NA,"high",30000,"low",300
"","",23,"f",1,"three_sixes",3,"low",3000,"low",250000,"low",4000,"low",NA
"","",25,"f",1,"three_sixes",3.46410161513775,"low",3500,"low",3e+06,"low",2200,"high",12000
"","",49,"m",1,"two_sixes",14.142135623731,"low",3000,"low",NA,"low",21000,"high",35000
"","",24,"f",1,"three_sixes",0,"low",2500,"high",4e+06,"high",30000,"high",40000
"","",40,"m",1,"two_sixes",1.73205080756888,"high",2400,"low",NA,"low",28700,"low",800
"","",24,"f",1,"three_sixes",1,"low",3800,"low",1e+06,"low",4000,"high",40000
"","",17,"f",1,"two_sixes",17.3205080756888,"low",NA,"high",4e+06,"high",37000,"low",8000
"","",40,"f",1,"three_sixes",1.73205080756888,"low",2905,"low",NA,"high",29028,"low",NA
"","",28,"m",1,"three_sixes",3.87298334620742,"high",3000,"high",4e+06,"high",28000,"low",130
"","",23,"f",1,"three_sixes",NA,"low",2100,"low",1200000,"high",25000,"low",5000
"","",24,"f",1,"three_sixes",1,"low",NA,"low",250000,"low",2001,"low",15000
"","",30,"f",1,"three_sixes",NA,"low",2500,"low",950000,"high",43250,"low",560
"","",20,"f",1,"three_sixes",2.23606797749979,"high",3500,"high",3e+06,"low",5000,"low",150
"","",47,"f",1,"two_sixes",2.44948974278318,"high",5000,"high",4500000,"high",45000,"low",150
"","",28,"f",1,"three_sixes",1.73205080756888,"low",3000,"low",1700000,"high",35000,"high",20000
"","",19,"m",1,"two_sixes",1.73205080756888,"high",3600,"high",3800000,"low",3100,"high",14000
"","",39,"m",1,"three_sixes",1.4142135623731,"high",2800,"high",4500000,"high",38000,"high",30000
"","",42,"f",1,"three_sixes",3.46410161513775,"high",3500,"low",4e+06,"low",32000,"low",850
"","",23,"f",1,"three_sixes",NA,"low",4000,"high",2e+06,"low",8000,"high",5000
"","",25,"m",1,"three_sixes",NA,"high",3000,"low",NA,"low",29035,"low",NA
"","",23,"f",1,"three_sixes",NA,"high",2900,"low",NA,"high",37250,"high",45000
"","",28,"m",1,"two_sixes",1.73205080756888,"low",2100,"low",375000,"high",36700,"low",150
"","",26,"m",1,"three_sixes",0,"high",2800,"low",4e+06,"high",37000,"low",20000
"","",44,"m",1,"two_sixes",10,"low",3000,"high",3e+05,"low",2700,"high",45000
"","",23,"f",1,"three_sixes",2,"low",2300,"high",250000,"high",34000,"high",40000
"","",57,"m",1,"three_sixes",1.73205080756888,"low",3900,"low",NA,"high",40000,"high",30000
"","",31,"f",1,"two_sixes",4.47213595499958,"low",2000,"low",220000,"high",45000,"low",NA
"","",61,"f",1,"three_sixes",1,"low",2000,"low",250000,"high",28000,"high",20000
"","",24,"f",1,"three_sixes",0,"low",4800,"high",3500000,"low",NA,"high",18000
"","",21,"m",1,"two_sixes",3.16227766016838,"high",4500,"high",2e+06,"high",39000,"low",NA
"","",28,"f",1,"two_sixes",2.44948974278318,"low",3000,"low",1e+06,"high",45000,"high",49000
"","",26,"m",1,"two_sixes",1,"low",5000,"high",4e+06,"high",42000,"low",450
