"expgender","exprace","numparticipants","age","sex","lab_or_online","us_or_international","gambfalgroup","gambfalDV","anch1group","anchoring1","anch2group","anchoring2","anch3group","anchoring3","anch4group","anchoring4","gainlossgroup","gainlossDV","sunkcosta","sunkcostb","reciprocityothera","reciprocityothera.1","reciprocityusa","reciprocityusb","sunkgroup","sunkDV","gainlossgroup.1","gainlossDV.1","quoteGroup","quote","ContactGroup","Imagineddv","IATexpmath","IATexpart","IATexp.overall","d_art"
"female","8",".",20,"f",0,0,1,NA,0,2000,1,3500000,1,20000,0,150,0,2,NA,6,NA,NA,NA,1,1,6,0,2,0,5,1,3,6.83333333333333,5.83333333333333,3.5,-0.5536436419612
"female","8",".",20,"m",0,0,0,3.16227766016838,0,2000,0,NA,0,NA,0,NA,1,2,9,NA,1,1,1,NA,0,9,1,2,1,5,1,1,5.16666666666667,5.83333333333333,4.33333333333333,-0.0442370554697958
"female","8",".",22,"f",0,0,1,10,0,3500,1,3e+06,1,35000,0,800,0,2,8,NA,1,1,2,NA,0,8,0,2,0,5,0,4.75,2.5,5.66666666666667,5.58333333333333,-0.12771577302777
"female","8",".",21,"f",0,0,0,8.18535277187245,1,5693,0,1400000,1,36000,0,1005,1,1,8,NA,NA,NA,NA,1,0,8,1,1,0,6,1,4,4.66666666666667,4.83333333333333,4.08333333333333,-0.305615247907352
"female","8",".",21,"f",0,0,1,2.44948974278318,0,4000,1,2500000,0,22000,0,300,0,2,NA,7,1,1,1,NA,1,7,0,2,0,2,1,5.25,4.8,7,5.27272727272727,1.15527977890138
"female","8",".",21,"m",0,0,1,10.3923048454133,0,NA,0,NA,0,NA,0,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,9,1,3,4,5,4.5,0.220075097667782
"female","8",".",22,"m",0,0,1,2,1,3000,1,4e+06,0,3000,1,47000,0,1,NA,2,NA,NA,NA,1,1,2,0,1,1,2,0,5.75,6,3.5,2.75,0.658088789153156
"female","8",".",21,"m",0,0,0,1.73205080756888,0,2300,1,2e+06,0,NA,0,160,1,2,NA,9,NA,NA,NA,1,1,9,1,2,1,7,0,1.75,3.83333333333333,4.16666666666667,4.16666666666667,-0.646079712052675
"female","8",".",20,"f",0,0,0,1.4142135623731,1,5780,0,205250,0,2220,0,125,1,1,9,NA,2,2,2,NA,0,9,1,1,1,9,0,3.75,4.16666666666667,6.16666666666667,5,0.813572201231787
"female","8",".",21,"f",0,0,1,3,0,5000,0,5e+05,0,4000,0,600,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,7,0,3.25,4.66666666666667,7,5.16666666666667,1.05510224457892
"female","8",".",21,"f",0,0,1,1,1,5883,0,210000,0,2015,0,135,0,1,NA,3,1,1,1,NA,1,3,0,1,1,8,0,5,6.5,7,4.25,0.104057278269853
"female","8",".",23,"f",0,0,1,1.4142135623731,1,4700,0,3e+05,0,2200,1,10000,1,1,7,NA,2,2,1,NA,0,7,1,1,0,4,0,4.25,3.5,6.33333333333333,5.41666666666667,1.09681081170997
"female","8",".",20,"f",0,0,1,1.4142135623731,0,3500,1,2500000,0,5000,1,20000,1,1,9,NA,1,1,2,NA,0,9,1,1,0,5,1,4.25,4.16666666666667,6.16666666666667,5,1.00095110831581
"female","8",".",20,"f",0,0,0,2,1,5000,0,260000,1,35000,0,10000,0,1,NA,9,2,2,2,NA,1,9,0,1,1,5,1,3.75,3.33333333333333,5.16666666666667,4.91666666666667,0.300746146535955
"female","8",".",21,"f",0,0,0,0,0,3900,0,3e+05,0,2500,0,300,0,1,9,NA,NA,NA,NA,1,0,9,0,1,0,5,1,5,3.16666666666667,4.33333333333333,4.58333333333333,0.925132121741127
"female","8",".",23,"f",0,0,1,1.4142135623731,0,2300,0,5e+05,0,6000,0,1000,1,1,6,NA,1,1,1,NA,0,6,1,1,0,4,0,3.5,3,4.16666666666667,4.58333333333333,0.0690682973211025
"female","8",".",21,"m",0,0,1,1.4142135623731,0,NA,0,210000,1,45000,1,40000,0,2,7,NA,1,1,1,NA,0,7,0,2,0,7,1,1,4,5.83333333333333,4.91666666666667,0.770440702172574
"female","8",".",20,"f",0,0,0,1.4142135623731,0,2000,0,250000,1,43000,0,450,1,1,NA,6,NA,NA,NA,1,1,6,1,1,1,5,0,3.5,3.16666666666667,6,5.41666666666667,0.880926190265958
"female","8",".",21,"f",0,0,0,1.73205080756888,0,3000,0,5e+05,1,40000,1,30000,0,2,NA,7,NA,NA,NA,1,1,7,0,2,1,9,1,3,3.33333333333333,6,5.33333333333333,0.483471952597626
"female","8",".",22,"f",0,0,1,2.64575131106459,0,2000,0,5e+05,1,40000,0,500,1,2,9,NA,NA,NA,NA,2,0,9,1,2,1,5,0,1.5,2.83333333333333,7,6.08333333333333,0.621971342832267
"female","8",".",19,"f",0,0,0,3,0,2000,1,4300000,0,2300,0,NA,1,1,NA,5,1,1,1,NA,1,5,1,1,0,6,0,2,3.83333333333333,4.16666666666667,4.16666666666667,NA
"female","8",".",39,"f",0,0,0,3.16227766016838,0,NA,1,4e+06,0,NA,0,500,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,9,1,3.75,6.66666666666667,7,4.16666666666667,-0.264928390470706
"female","8",".",24,"f",0,0,0,3.16227766016838,0,4000,0,NA,1,12000,1,8000,0,2,NA,4,1,1,1,NA,1,4,0,2,0,5,0,6,6,6,4,0.478399431782328
"female","8",".",20,"f",0,0,1,3.16227766016838,0,2000,0,1e+06,0,5000,0,NA,1,1,9,NA,NA,NA,NA,NA,0,9,1,1,0,5,1,2.5,5.6,6.5,4.63636363636364,0.129618115691528
"female","8",".",21,"m",0,0,0,4.47213595499958,0,NA,0,NA,1,10000,1,30000,1,1,NA,8,1,1,1,NA,1,8,1,1,1,5,1,2,4,5.83333333333333,4.91666666666667,-0.0511598885211466
"female","8",".",19,"f",0,0,0,1.4142135623731,0,NA,1,1500000,0,30000,1,25000,0,2,NA,8,1,1,1,NA,1,8,0,2,1,7,0,4.5,6.33333333333333,6.83333333333333,4.25,0.70207252996753
"female","8",".",21,"f",0,0,1,2.23606797749979,0,NA,1,4800000,0,NA,1,46000,0,2,8,NA,NA,NA,NA,1,0,8,0,2,1,6,0,1,5.16666666666667,6,4.41666666666667,0.0680203576265186
"female","8",".",20,"m",0,0,0,0,1,4500,0,2e+06,0,20000,0,10000,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,4,1,3.5,4.16666666666667,4.83333333333333,4.33333333333333,-0.103932259435144
"female","8",".",20,"f",0,0,0,1.4142135623731,0,5000,0,8e+05,1,43000,1,25000,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,6,1,2.75,5,5.5,4.25,0.0414358495845184
"female","8",".",20,"m",0,0,1,2.44948974278318,0,2200,0,480000,1,38000,0,1000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,4,1,4.5,3.5,6,5.25,-0.0619588329067053
"female","8",".",21,"f",0,0,1,4.47213595499958,0,2500,0,2e+06,0,2027,0,NA,1,1,NA,9,2,2,2,NA,1,9,1,1,0,4,1,5.5,6.16666666666667,5.33333333333333,3.58333333333333,0.381232247777812
"female","8",".",26,"m",0,0,1,7.07106781186548,1,3500,0,NA,0,NA,0,NA,0,2,NA,9,NA,NA,NA,1,1,9,0,2,0,9,0,9,6.83333333333333,6.83333333333333,4,-0.276111653304864
"female","8",".",20,"f",0,0,0,2.23606797749979,1,3500,0,NA,1,24000,0,3300,1,1,NA,9,1,1,1,NA,1,9,1,1,1,8,1,7,5.5,4.83333333333333,3.66666666666667,0.5386759922338
"female","8",".",21,"f",0,0,0,1.73205080756888,0,1800,0,5e+05,0,10000,1,48000,1,2,NA,7,1,1,1,NA,1,7,1,2,1,4,1,3.75,4,4.83333333333333,4.41666666666667,0.424681466578498
"female","8",".",21,"f",0,0,0,0,0,2000,1,4500000,1,40000,0,200,0,2,NA,4,2,2,2,NA,1,4,0,2,0,7,0,6.25,5.5,5.33333333333333,3.91666666666667,0.134225952061532
"female","8",".",21,"f",0,0,0,1.73205080756888,1,5890,1,4800000,0,2100,1,47000,0,1,NA,6,NA,NA,NA,1,1,6,0,1,0,7,0,4.5,2.66666666666667,5,5.16666666666667,-0.108340146830706
"female","8",".",20,"m",0,0,0,1.73205080756888,0,3500,0,NA,0,NA,0,2000,0,2,NA,7,NA,NA,NA,2,1,7,0,2,0,5,1,4,4.83333333333333,4.66666666666667,3.91666666666667,0.893123544088393
"female","8",".",21,"f",0,0,0,5,0,NA,0,1e+06,1,40000,0,5000,1,2,NA,9,1,1,1,NA,1,9,1,2,0,2,1,5.25,2,6.66666666666667,6.33333333333333,-0.400433297865137
"female","8",".",22,"f",0,0,1,3.16227766016838,1,3980,0,6e+05,0,20500,0,600,1,1,NA,8,NA,NA,NA,1,1,8,1,1,0,8,0,2.5,5,6.16666666666667,4.58333333333333,0.163084243262323
"female","8",".",20,"m",0,0,1,5,0,1530,1,4900000,0,2030,0,110,0,2,9,NA,NA,NA,NA,1,0,9,0,2,0,5,1,3.25,7,3.16666666666667,2.08333333333333,-0.388857516430148
"female","8",".",22,"f",0,0,1,1.4142135623731,1,3500,1,4e+06,1,30000,0,2000,1,1,NA,4,NA,NA,NA,1,1,4,1,1,1,8,1,3.75,4.5,6.5,5,1.24587397294895
"female","8",".",21,"f",0,0,0,2.23606797749979,1,4000,1,2e+06,0,7000,0,500,0,1,NA,5,1,1,1,NA,1,5,0,1,1,9,0,2.25,4.33333333333333,5.33333333333333,4.5,0.021323163161583
"female","8",".",20,"m",0,0,1,1,0,NA,0,4e+06,1,42000,1,35000,0,2,NA,9,1,1,1,NA,1,9,0,2,0,5,0,1,4.66666666666667,3,3.16666666666667,-0.299902288353132
"female","8",".",21,"f",0,0,0,1.73205080756888,0,3200,0,350000,1,40200,0,250,0,2,NA,9,1,1,1,NA,1,9,0,2,1,7,0,2.75,4.33333333333333,5.16666666666667,4.41666666666667,0.622999504868665
"female","8",".",21,"f",0,0,0,3.16227766016838,0,2100,0,3e+05,1,43000,0,300,0,2,NA,6,NA,NA,NA,1,1,6,0,2,0,4,1,4.25,4,6.33333333333333,5.16666666666667,0.0843217664814699
"female","8",".",20,"m",0,0,0,1.4142135623731,0,3000,0,8e+05,0,4000,1,30000,0,2,NA,8,NA,NA,NA,1,1,8,0,2,1,4,0,6,3.5,5,4.75,0.319298955983914
"female","8",".",25,"f",0,0,0,20,1,5400,0,3e+05,0,NA,1,38222,1,1,5,NA,NA,NA,NA,2,0,5,1,1,0,1,0,1,7,3.33333333333333,2.16666666666667,-0.00219388819941158
"female","8",".",21,"m",0,0,1,1,0,3000,0,6e+05,1,38000,0,350,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,3,1,4.75,3.66666666666667,4.16666666666667,4.25,0.545319030686848
"female","8",".",20,"f",0,0,1,2.44948974278318,0,1800,1,480000,1,43300,1,5000,0,1,9,NA,1,1,2,NA,0,9,0,1,1,9,0,4.5,3.83333333333333,6.33333333333333,5.25,0.272940167542359
"female","8",".",19,"f",0,0,1,1.4142135623731,0,2000,1,1e+06,0,3500,0,7000,0,NA,NA,8,1,1,1,NA,1,8,0,NA,1,9,0,1.5,4.33333333333333,6.33333333333333,5,0.466286005300942
"female","8",".",20,"f",0,0,0,3.16227766016838,0,NA,0,NA,0,NA,1,2000,0,2,NA,8,1,1,1,NA,1,8,0,2,1,7,1,1,6,6,4,0.118630390725427
"female","8",".",20,"f",0,0,1,2.64575131106459,0,1800,0,315000,1,40000,1,30000,0,2,9,NA,1,1,1,NA,0,9,0,2,0,5,0,1.25,3.5,6.33333333333333,5.41666666666667,-0.0766901559284042
"female","8",".",20,"f",0,0,0,1,1,5000,0,4e+05,0,2500,0,1000,1,2,9,NA,2,2,2,NA,0,9,1,2,0,8,1,3,6.66666666666667,4.66666666666667,3,0.402788660056929
"female","8",".",21,"f",0,0,1,3.16227766016838,1,3000,1,8e+05,1,42000,0,1000,0,1,9,NA,1,1,1,NA,0,9,0,1,1,3,1,1.75,4,5.33333333333333,4.66666666666667,0.458362863694403
"female","8",".",21,"f",0,0,1,1,1,5900,1,4500000,0,2294,0,NA,1,1,NA,5,NA,NA,NA,1,1,5,1,1,1,4,1,3.25,5.33333333333333,5.66666666666667,4.16666666666667,0.109585552393611
"female","8",".",20,"f",0,0,0,1,0,3500,0,8e+05,1,15000,1,20000,1,1,NA,9,2,2,2,NA,1,9,1,1,1,3,0,4.5,2.5,5.66666666666667,5.58333333333333,0.500298080955845
"female","8",".",22,"m",0,0,0,1,1,2000,1,4e+06,0,2500,1,3000,1,2,7,NA,NA,NA,NA,2,0,7,1,2,1,3,0,9,5.83333333333333,6.33333333333333,4.25,-0.394924852050384
"female","8",".",20,"m",0,0,0,NA,0,1600,1,3500000,1,43000,0,NA,1,2,NA,9,1,1,1,NA,1,9,1,2,1,9,1,4.5,6.33333333333333,5.5,3.58333333333333,0.449576392401882
"female","8",".",40,"m",0,0,0,1.73205080756888,0,2500,1,3500000,1,43500,1,35000,0,1,7,NA,1,1,2,NA,0,7,0,1,1,2,0,7,4.16666666666667,5.6,4.63636363636364,0.700007329924757
"female","8",".",23,"m",0,0,1,12.2474487139159,1,5500,1,4e+06,0,NA,0,300,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,9,0,3,6.5,4.66666666666667,3.08333333333333,-0.385884391399869
"female","8",".",20,"m",0,0,1,5.91607978309962,1,5464,1,467778,0,NA,0,NA,0,1,NA,3,NA,NA,NA,1,1,3,0,1,1,8,1,1.5,3.33333333333333,5,4.83333333333333,0.457007414436961
"female","8",".",20,"f",0,0,0,3.16227766016838,0,2400,0,670000,1,30000,1,30000,1,1,NA,5,NA,NA,NA,1,1,5,1,1,0,5,1,5.75,4.33333333333333,6.66666666666667,5.16666666666667,0.444590111473397
"female","8",".",21,"m",0,0,1,1.4142135623731,0,NA,0,NA,1,43000,1,36352,1,2,9,NA,NA,NA,NA,2,0,9,1,2,0,6,0,2.5,3.66666666666667,5.16666666666667,4.75,-0.0615020850131979
"female","8",".",28,"m",0,0,1,1.73205080756888,0,3000,0,1e+06,0,NA,1,10000,0,1,NA,7,NA,NA,NA,1,1,7,0,1,1,9,0,4.25,4.83333333333333,7,5.08333333333333,0.402701618855216
"female","8",".",20,"f",0,0,1,1.4142135623731,1,5800,1,4500000,0,NA,1,45000,1,1,9,NA,1,1,1,NA,0,9,1,1,0,5,0,5,3.66666666666667,6.16666666666667,5.25,0.199591785310982
"female","8",".",20,"f",0,0,0,10,0,2000,0,5e+05,1,42000,0,NA,0,2,5,NA,1,1,2,NA,0,5,0,2,0,9,1,9,6,7,4.5,-0.495467957350537
"female","8",".",22,"f",0,0,0,10,0,3000,1,4e+06,0,32000,1,300,0,2,7,NA,1,1,2,NA,0,7,0,2,0,3,0,6.5,5,5.16666666666667,4.08333333333333,0.496517066338907
"female","8",".",22,"f",0,0,0,2.64575131106459,1,4000,0,3e+05,0,3000,0,NA,1,2,5,NA,1,1,1,NA,0,5,1,2,1,7,1,4.25,7,5.16666666666667,3.08333333333333,0.813270913664638
"female","8",".",22,"m",0,0,0,3.16227766016838,1,5750,0,4e+05,1,45000,0,190,0,1,5,NA,NA,NA,NA,1,0,5,0,1,0,5,1,3,7,3.33333333333333,2.27272727272727,0.0314396851857888
"female","8",".",20,"f",0,0,1,2.44948974278318,0,1800,0,246000,0,2600,1,42000,0,2,7,NA,1,1,1,NA,0,7,0,2,0,6,1,1,6.16666666666667,7,4.41666666666667,0.360481028293161
"female","8",".",21,"m",0,0,1,3.46410161513775,1,3500,1,3500000,0,3600,0,NA,0,2,NA,9,1,1,1,NA,1,9,0,2,1,4,1,7.25,4.66666666666667,5.83333333333333,4.58333333333333,0.596625329361875
"female","8",".",20,"f",0,0,0,0,1,3500,1,4e+06,1,44000,1,1500,0,2,NA,9,2,2,2,NA,1,9,0,2,0,6,0,6,5.33333333333333,6.33333333333333,4.5,0.335187160836357
"female","8",".",20,"m",0,0,0,2,0,4000,0,NA,1,24000,1,20000,0,2,7,NA,NA,NA,NA,1,0,7,0,2,0,5,1,5,6,6,4,0.696214108984737
"female","8",".",20,"f",0,0,1,2.44948974278318,1,5000,1,3500000,1,35000,0,1000,1,1,NA,9,1,1,2,NA,1,9,1,1,0,6,0,1.75,5.16666666666667,4.33333333333333,3.58333333333333,-0.344248467733928
"female","8",".",21,"f",0,0,1,2,1,3000,0,8e+05,1,44000,1,30000,1,2,NA,1,NA,NA,NA,1,1,1,1,2,0,5,0,6.5,3.83333333333333,4.66666666666667,4.41666666666667,0.663667304067073
"female","8",".",20,"m",0,0,0,3.46410161513775,1,4500,0,3e+06,0,15000,1,25000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,3,0,6.75,3.33333333333333,6.5,5.58333333333333,0.0388115344883236
"female","8",".",19,"m",0,0,1,3.16227766016838,0,2200,0,1500000,0,29253,1,30000,0,2,NA,9,2,2,2,NA,1,9,0,2,1,4,0,1,3.5,3.33333333333333,3.91666666666667,0.805082379976289
"female","8",".",22,"m",0,0,1,6,1,5500,1,4800000,0,2495,1,49000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,9,0,2,5.5,5.33333333333333,3.91666666666667,0.201186080000246
"female","8",".",20,"m",0,0,0,2.23606797749979,1,4200,0,1500000,0,34000,0,800,0,2,9,NA,1,1,1,NA,0,9,0,2,0,5,1,4,5.83333333333333,6,4.08333333333333,0.214402400386502
"female","8",".",22,"f",0,0,0,4.47213595499958,0,NA,1,3e+06,0,2500,0,500,1,1,NA,8,NA,NA,NA,1,1,8,1,1,1,5,1,1.75,4.83333333333333,6.66666666666667,4.91666666666667,-0.283986872421406
"female","8",".",20,"m",0,0,1,3.16227766016838,1,1600,1,3e+06,1,23750,0,NA,1,1,NA,7,NA,NA,NA,1,1,7,1,1,0,9,0,4.75,7,6.8,3.9,1.02635451219162
"female","8",".",19,"f",0,0,0,0,1,5950,0,220000,1,45425,0,110,0,2,7,NA,NA,NA,NA,2,0,7,0,2,1,8,0,5.25,3,6.33333333333333,5.66666666666667,0.477825310624296
"female","8",".",20,"f",0,0,0,1.73205080756888,0,4000,0,4e+05,1,40000,0,475,0,2,6,NA,NA,NA,NA,1,0,6,0,2,0,9,0,1.75,6.16666666666667,6.16666666666667,4,0.42234507025296
"female","8",".",20,"f",0,0,0,4.47213595499958,0,NA,0,2e+06,1,45000,1,45000,0,1,NA,4,1,1,2,NA,1,4,0,1,1,4,0,5,3.66666666666667,6.5,5.41666666666667,0.963066052400038
"female","8",".",21,"m",0,0,1,10,1,2500,0,NA,1,40000,1,10000,1,2,NA,9,1,1,1,NA,1,9,1,2,0,8,1,2,5.83333333333333,6.83333333333333,4.5,-0.282968586055019
"female","8",".",22,"m",0,0,1,6,1,4000,0,NA,0,2780,0,500,0,2,NA,6,1,1,1,NA,1,6,0,2,0,7,0,4,5.16666666666667,6.66666666666667,4.75,0.0537325897561917
"female","6","1",20,"f",0,0,1,4.24264068711928,1,5000,1,4500000,0,4000,1,30000,1,1,NA,4,NA,NA,NA,1,1,4,1,1,0,6,1,6.25,3,6.83333333333333,5.91666666666667,0.0942521926456003
"female","6","1",22,"m",0,0,0,NA,0,2450,1,4e+06,0,28000,0,NA,1,1,9,NA,1,1,1,NA,0,9,1,1,0,8,0,7,6.33333333333333,6.83333333333333,4.25,0.841759662556238
"female","6","1",20,"f",0,0,0,1.73205080756888,0,5000,0,8e+05,0,18000,1,25000,0,1,9,NA,2,2,2,NA,0,9,0,1,1,5,1,4.5,3.66666666666667,7,5.66666666666667,0.920884699550901
"female","6","2",21,"f",0,0,1,5,0,3300,0,6e+05,1,30000,1,15000,1,1,NA,9,1,1,1,NA,1,9,1,1,0,5,0,6.75,5.66666666666667,7,4.66666666666667,1.11716849144843
"female","6","2",22,"m",0,0,1,2,1,3500,0,3500000,0,10400,0,300,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,1,0,6.25,5,6.66666666666667,4.83333333333333,0.788891869249986
"female","6","1",NA,"f",0,0,0,1.4142135623731,1,3500,0,1e+06,0,32000,0,NA,0,2,9,NA,NA,NA,NA,1,0,9,0,2,0,5,0,6.5,3.33333333333333,5.16666666666667,4.91666666666667,0.825482819659257
"female","6","1",19,"f",0,0,0,1.73205080756888,1,3750,0,NA,0,2500,1,10000,1,1,8,NA,NA,NA,NA,1,0,8,1,1,1,6,0,5.25,5.2,6,4.54545454545455,1.04122043022649
"female","6","1",20,"m",0,0,0,NA,1,3000,1,4e+06,1,24000,0,130,0,1,9,NA,1,1,1,NA,0,9,0,1,0,8,1,7.25,4.33333333333333,6.33333333333333,5,0.561461906923657
"female","8","2",18,"f",0,0,1,1.73205080756888,0,NA,1,3e+06,1,43000,0,500,0,1,NA,8,1,1,1,NA,1,8,0,1,0,5,1,7,3.83333333333333,6.5,5.33333333333333,0.301564859114153
"female","8","2",21,"f",0,0,0,0,0,NA,1,5e+05,0,10000,1,20000,0,1,NA,1,NA,NA,NA,1,1,1,0,1,0,6,1,9,5,3.16666666666667,3.08333333333333,1.01795324551603
"female","8","1",19,"f",0,0,1,3.16227766016838,1,5300,1,1e+06,1,45000,0,1000,0,1,9,NA,1,1,1,NA,0,9,0,1,1,5,1,5.5,2.83333333333333,7,6.08333333333333,0.698091372535004
"female","6","2",20,"f",0,0,1,6,0,2300,1,2500000,1,40000,0,10000,0,2,9,NA,NA,NA,NA,2,0,9,0,2,0,5,0,5.75,3,6.83333333333333,5.91666666666667,0.990398395871024
"female","6","2",19,"m",0,0,1,2.44948974278318,1,3500,1,2500000,1,43000,0,2000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,0,3,1,4.5,6.83333333333333,6.66666666666667,3.91666666666667,-0.126013057783672
"female","6","1",18,"f",0,0,1,1,1,5700,1,4780000,0,2200,0,NA,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,5,0,4,2.83333333333333,7,6.08333333333333,0.507003912835654
"female","6","1",20,"f",0,0,0,0,0,2500,0,1e+06,1,40000,0,1000,1,1,NA,1,1,1,1,NA,1,1,1,1,1,7,1,7,5.33333333333333,5.5,4.08333333333333,0.0694200321637318
"female","8","2",20,"f",0,0,0,1.73205080756888,1,4300,0,NA,1,35000,1,20000,0,1,9,NA,1,1,1,NA,0,9,0,1,0,4,0,5.5,3,6.16666666666667,5.58333333333333,-0.3921078627816
"female","6","1",21,"f",0,0,0,0,1,3500,0,NA,0,NA,0,850,1,1,NA,7,NA,NA,NA,2,1,7,1,1,1,5,0,2.25,3.16666666666667,5.8,5.27272727272727,0.659363989839303
"female","8","2",19,"f",0,0,0,1.73205080756888,1,4500,1,3e+06,1,35000,0,1000,0,2,NA,9,1,1,1,NA,1,9,0,2,0,8,0,6.5,2.83333333333333,6.33333333333333,5.75,1.05734783523304
"female","8","2",20,"f",0,0,1,NA,0,NA,1,4e+06,0,NA,1,10000,1,2,NA,7,NA,NA,NA,1,1,7,1,2,0,5,0,7,5.33333333333333,6,4.33333333333333,0.62036327230757
"female","6","1",22,"m",0,0,0,NA,0,5000,0,8e+05,0,NA,0,10000,1,1,NA,8,1,1,1,NA,1,8,1,1,0,3,1,7.75,5.66666666666667,6.5,4.41666666666667,-0.311831757852498
"female","6","1",20,"f",0,0,0,0,1,4000,0,3e+05,0,3000,0,500,1,1,NA,6,NA,NA,NA,1,1,6,1,1,0,5,0,6,3,5.33333333333333,5.16666666666667,0.45369884447536
"female","6","2",21,"f",0,0,0,1,1,5000,0,5e+05,1,32000,0,200,0,2,NA,8,1,1,1,NA,1,8,0,2,1,9,1,8.75,4.5,5.83333333333333,4.66666666666667,0.698992846095461
"female","6","2",21,"f",0,0,0,1.73205080756888,0,3000,0,8e+05,1,38000,0,500,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,8,0,7,2.5,7,6.25,1.11236402050953
"female","6","2",20,"f",0,0,0,0,1,3500,1,4700000,0,2435,1,35000,0,1,NA,1,1,1,1,NA,1,1,0,1,0,9,0,8,5.83333333333333,6.5,4.33333333333333,0.743888700373895
"female","6","2",20,"f",0,0,0,0,0,3500,0,1e+06,0,30000,0,500,0,1,9,NA,NA,NA,NA,1,0,9,0,1,1,4,0,6.25,3,6.66666666666667,5.83333333333333,0.717742779016746
"female","6","2",19,"f",0,0,0,3.46410161513775,1,3750,0,5e+05,0,4500,1,25000,1,1,NA,9,2,2,2,NA,1,9,1,1,0,4,1,5.25,2.5,6.83333333333333,6.16666666666667,0.349396437319528
"female","6","2",21,"f",0,0,1,6.32455532033676,1,3500,1,3e+06,1,39000,1,35000,0,2,NA,8,1,1,1,NA,1,8,0,2,1,1,1,7.5,2.16666666666667,6,5.91666666666667,0.828525825199808
"female","6","1",20,"m",0,0,1,14.6969384566991,0,2000,0,4e+05,1,40000,0,500,1,1,NA,9,2,2,1,NA,1,9,1,1,1,5,0,8,4.83333333333333,6.83333333333333,5,0.196061840997652
"female","6","1",18,"f",0,0,0,1.73205080756888,0,2900,1,2e+06,0,30000,1,8000,0,1,NA,9,NA,NA,NA,2,1,9,0,1,1,7,1,4.5,2.5,6.83333333333333,6.16666666666667,0.989551962495295
"female","6","2",19,"f",0,0,1,2.23606797749979,1,2600,1,3e+06,0,11200,1,40000,0,2,NA,6,1,1,1,NA,1,6,0,2,1,5,1,5.75,3.66666666666667,6.16666666666667,5.25,1.08780935580436
"female","6","3",19,"f",0,0,0,0,0,3000,1,3e+06,1,43000,0,120,1,1,NA,8,NA,NA,NA,NA,1,8,1,1,1,7,1,8,3,6,5.5,0.879483440712053
"female","6","3",18,"f",0,0,0,1.4142135623731,0,3000,0,450000,0,15000,1,25000,1,2,NA,7,1,1,1,NA,1,7,1,2,0,6,1,4,5.33333333333333,6.83333333333333,4.75,0.841363275357466
"female","6","3",21,"f",0,0,1,7.07106781186548,0,NA,0,NA,0,5000,1,3000,0,1,9,NA,2,2,2,NA,0,9,0,1,0,7,0,5,2.83333333333333,6.33333333333333,5.75,-0.0729794460502041
"female","6","3",22,"m",0,0,0,NA,0,2000,0,NA,1,40000,1,30000,1,1,8,NA,NA,NA,NA,1,0,8,1,1,0,8,1,4,3.33333333333333,6.83333333333333,5.75,-0.363818514449992
"female","8","2",19,"f",0,0,1,1,0,NA,0,2e+06,0,NA,0,2000,0,1,NA,2,1,1,1,NA,1,2,0,1,1,7,1,7,2.66666666666667,7,6.16666666666667,0.417958943408459
"female","8","2",20,"f",0,0,1,3.16227766016838,1,5550,0,350000,1,43000,1,45000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,9,1,5,3,5.16666666666667,5.08333333333333,-0.691602173335171
"female","8","2",19,"f",0,0,0,1.73205080756888,1,3000,0,5e+05,0,NA,1,30000,1,1,NA,9,2,2,2,NA,1,9,1,1,1,2,1,3.25,3.16666666666667,5.66666666666667,5.25,0.410226490907917
"female","8","2",21,"f",0,0,0,1,1,3500,0,8e+05,1,28000,1,30000,0,1,NA,9,1,1,1,NA,1,9,0,1,1,7,1,5.75,6.5,6.5,4,0.0557150390834409
"female","6","3",18,"f",0,0,1,3.87298334620742,0,NA,0,450000,1,38000,0,500,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,6,1,6.75,3.33333333333333,5.83333333333333,5.25,0.791778512285314
"female","6","3",17,"f",0,0,1,1,1,2000,0,3e+05,1,45000,1,45000,0,1,NA,9,NA,NA,NA,1,1,9,0,1,1,8,1,8,6.66666666666667,7,4.16666666666667,1.02160138149833
"female","6","2",21,"f",0,0,1,5,0,4000,0,1e+06,1,20000,0,5000,1,2,NA,4,NA,NA,NA,2,1,4,1,2,0,5,0,6,4,6.83333333333333,5.41666666666667,0.634691999222833
"female","6","2",21,"f",0,0,0,1,0,3000,0,250000,1,40000,1,30000,0,1,8,NA,1,1,1,NA,0,8,0,1,1,4,0,5.25,5.5,6.33333333333333,4.41666666666667,-0.372273350701566
