"year","school","exam","perc.free.meals","perc.vr.band","female","VR.band.student","ethnic","school.gender","school.denom"
3,62,44,52,13,0,2,1,"mixed",1
3,62,8,52,13,0,2,2,"mixed",1
3,62,11,52,13,1,2,1,"mixed",1
3,62,22,52,13,0,2,4,"mixed",1
3,62,39,52,13,1,2,11,"mixed",1
3,62,1,52,13,0,3,1,"mixed",1
3,62,17,52,13,1,3,1,"mixed",1
3,62,9,52,13,0,2,1,"mixed",1
3,62,1,52,13,0,3,1,"mixed",1
3,62,1,52,13,1,3,1,"mixed",1
3,62,53,52,13,0,2,1,"mixed",1
3,62,3,52,13,1,1,1,"mixed",1
3,62,5,52,13,1,3,1,"mixed",1
3,62,4,52,13,0,2,1,"mixed",1
3,62,38,52,13,1,1,1,"mixed",1
3,62,1,52,13,1,2,1,"mixed",1
3,62,11,52,13,1,2,1,"mixed",1
3,62,40,52,13,0,2,1,"mixed",1
1,63,22,54,15,1,1,1,"female",3
1,63,23,54,15,1,2,11,"female",3
1,63,16,54,15,1,3,1,"female",3
1,63,9,54,15,1,3,5,"female",3
1,63,52,54,15,1,1,11,"female",3
1,63,21,54,15,1,2,1,"female",3
1,63,19,54,15,1,2,1,"female",3
1,63,22,54,15,1,2,1,"female",3
1,63,36,54,15,1,2,11,"female",3
1,63,26,54,15,1,2,11,"female",3
1,63,21,54,15,1,2,1,"female",3
1,63,11,54,15,1,3,5,"female",3
1,63,38,54,15,1,2,6,"female",3
1,63,17,54,15,1,1,5,"female",3
1,63,10,54,15,1,2,1,"female",3
1,63,7,54,15,1,2,1,"female",3
1,63,21,54,15,1,1,1,"female",3
1,63,19,54,15,1,2,1,"female",3
1,63,7,54,15,1,3,11,"female",3
1,63,38,54,15,1,2,1,"female",3
1,63,19,54,15,1,3,1,"female",3
1,63,14,54,15,1,3,1,"female",3
1,63,20,54,15,1,2,3,"female",3
1,63,29,54,15,1,2,1,"female",3
1,63,29,54,15,1,1,1,"female",3
1,63,24,54,15,1,2,1,"female",3
1,63,26,54,15,1,1,1,"female",3
2,63,17,62,23,1,2,1,"female",3
2,63,34,62,23,1,1,1,"female",3
2,63,8,62,23,1,3,7,"female",3
2,63,26,62,23,1,2,1,"female",3
2,63,45,62,23,1,1,11,"female",3
2,63,39,62,23,1,1,1,"female",3
2,63,10,62,23,1,3,1,"female",3
2,63,23,62,23,1,2,1,"female",3
2,63,3,62,23,1,3,6,"female",3
2,63,38,62,23,1,2,5,"female",3
2,63,21,62,23,1,2,11,"female",3
2,63,27,62,23,1,1,1,"female",3
2,63,47,62,23,1,1,1,"female",3
2,63,23,62,23,1,3,11,"female",3
2,63,12,62,23,1,3,1,"female",3
2,63,57,62,23,1,1,1,"female",3
2,63,57,62,23,1,2,11,"female",3
2,63,7,62,23,1,2,1,"female",3
2,63,6,62,23,1,2,1,"female",3
2,63,7,62,23,1,2,1,"female",3
2,63,38,62,23,1,2,11,"female",3
2,63,38,62,23,1,1,1,"female",3
2,63,33,62,23,1,1,11,"female",3
2,63,24,62,23,1,1,6,"female",3
2,63,26,62,23,1,2,6,"female",3
2,63,25,62,23,1,2,6,"female",3
2,63,22,62,23,1,2,1,"female",3
2,63,51,62,23,1,1,5,"female",3
2,63,16,62,23,1,2,5,"female",3
2,63,19,62,23,1,3,1,"female",3
2,63,22,62,23,1,1,5,"female",3
2,63,36,62,23,1,2,2,"female",3
2,63,26,62,23,1,2,6,"female",3
2,63,34,62,23,1,1,5,"female",3
2,63,22,62,23,1,2,5,"female",3
3,63,13,62,18,1,2,1,"female",3
3,63,13,62,18,1,3,5,"female",3
3,63,14,62,18,1,2,5,"female",3
3,63,41,62,18,1,1,5,"female",3
3,63,10,62,18,1,2,1,"female",3
3,63,24,62,18,1,2,1,"female",3
3,63,37,62,18,1,2,2,"female",3
3,63,6,62,18,1,1,1,"female",3
3,63,36,62,18,1,2,11,"female",3
3,63,38,62,18,1,2,5,"female",3
3,63,8,62,18,1,3,5,"female",3
3,63,32,62,18,1,1,11,"female",3
3,63,18,62,18,1,3,5,"female",3
3,63,28,62,18,1,2,11,"female",3
3,63,20,62,18,1,2,1,"female",3
3,63,14,62,18,1,2,5,"female",3
3,63,14,62,18,1,3,5,"female",3
3,63,8,62,18,1,3,1,"female",3
3,63,18,62,18,1,3,11,"female",3
3,63,26,62,18,1,2,5,"female",3
3,63,24,62,18,1,1,1,"female",3
3,63,6,62,18,1,2,1,"female",3
3,63,23,62,18,1,3,1,"female",3
3,63,25,62,18,1,2,11,"female",3
3,63,26,62,18,1,2,1,"female",3
3,63,8,62,18,1,3,5,"female",3
3,63,7,62,18,1,3,5,"female",3
3,63,14,62,18,1,3,1,"female",3
3,63,32,62,18,1,2,2,"female",3
3,63,30,62,18,1,2,5,"female",3
3,63,16,62,18,1,3,1,"female",3
3,63,11,62,18,1,3,1,"female",3
2,64,16,30,27,1,1,1,"mixed",1
2,64,14,30,27,1,2,1,"mixed",1
2,64,21,30,27,0,2,1,"mixed",1
2,64,42,30,27,0,2,8,"mixed",1
2,64,18,30,27,0,2,7,"mixed",1
2,64,8,30,27,0,2,5,"mixed",1
2,64,29,30,27,1,2,1,"mixed",1
2,64,23,30,27,1,2,7,"mixed",1
2,64,12,30,27,1,2,1,"mixed",1
2,64,11,30,27,1,3,1,"mixed",1
2,64,14,30,27,0,3,1,"mixed",1
2,64,12,30,27,0,1,1,"mixed",1
2,64,22,30,27,1,2,1,"mixed",1
2,64,22,30,27,0,2,1,"mixed",1
2,64,4,30,27,0,2,1,"mixed",1
2,64,12,30,27,1,2,1,"mixed",1
2,64,18,30,27,0,2,1,"mixed",1
2,64,31,30,27,0,2,1,"mixed",1
2,64,1,30,27,0,2,1,"mixed",1
2,64,15,30,27,0,2,1,"mixed",1
2,64,43,30,27,1,1,1,"mixed",1
2,64,1,30,27,1,2,1,"mixed",1
2,64,1,30,27,1,2,1,"mixed",1
2,64,1,30,27,1,2,1,"mixed",1
2,64,31,30,27,1,2,1,"mixed",1
2,64,28,30,27,0,1,1,"mixed",1
2,64,9,30,27,0,2,1,"mixed",1
2,64,24,30,27,0,2,1,"mixed",1
2,64,13,30,27,1,2,1,"mixed",1
2,64,19,30,27,0,2,1,"mixed",1
2,64,40,30,27,1,1,1,"mixed",1
2,64,3,30,27,1,3,1,"mixed",1
2,64,9,30,27,1,3,1,"mixed",1
2,64,55,30,27,0,1,1,"mixed",1
2,64,22,30,27,0,2,1,"mixed",1
2,64,3,30,27,0,2,11,"mixed",1
2,64,14,30,27,0,2,1,"mixed",1
2,64,15,30,27,1,2,1,"mixed",1
2,64,42,30,27,1,2,1,"mixed",1
2,64,20,30,27,0,2,1,"mixed",1
2,64,37,30,27,0,1,1,"mixed",1
2,64,11,30,27,1,2,1,"mixed",1
2,64,24,30,27,0,2,1,"mixed",1
2,64,1,30,27,0,3,1,"mixed",1
2,64,7,30,27,0,3,1,"mixed",1
2,64,14,30,27,0,3,1,"mixed",1
2,64,21,30,27,0,2,1,"mixed",1
2,64,22,30,27,1,2,5,"mixed",1
2,64,3,30,27,0,2,1,"mixed",1
2,64,22,30,27,1,1,7,"mixed",1
2,64,19,30,27,0,2,1,"mixed",1
2,64,38,30,27,0,1,1,"mixed",1
2,64,43,30,27,1,1,1,"mixed",1
2,64,43,30,27,1,1,1,"mixed",1
2,64,25,30,27,0,1,7,"mixed",1
2,64,36,30,27,1,1,1,"mixed",1
2,64,33,30,27,0,2,1,"mixed",1
2,64,4,30,27,0,3,1,"mixed",1
2,64,41,30,27,1,2,1,"mixed",1
2,64,13,30,27,0,1,1,"mixed",1
2,64,38,30,27,0,1,1,"mixed",1
2,64,18,30,27,0,2,1,"mixed",1
2,64,10,30,27,1,2,1,"mixed",1
2,64,20,30,27,0,2,1,"mixed",1
3,64,11,30,26,0,2,1,"mixed",1
3,64,13,30,26,1,2,1,"mixed",1
3,64,41,30,26,1,1,1,"mixed",1
3,64,20,30,26,1,1,1,"mixed",1
3,64,1,30,26,1,3,1,"mixed",1
3,64,18,30,26,1,2,1,"mixed",1
3,64,19,30,26,1,2,1,"mixed",1
3,64,50,30,26,0,1,1,"mixed",1
3,64,7,30,26,0,2,1,"mixed",1
3,64,29,30,26,1,2,1,"mixed",1
3,64,3,30,26,1,3,1,"mixed",1
3,64,42,30,26,0,1,1,"mixed",1
3,64,23,30,26,0,2,1,"mixed",1
3,64,9,30,26,0,3,1,"mixed",1
3,64,4,30,26,1,2,1,"mixed",1
3,64,17,30,26,0,1,1,"mixed",1
3,64,6,30,26,1,3,1,"mixed",1
3,64,16,30,26,0,2,10,"mixed",1
3,64,4,30,26,1,3,5,"mixed",1
3,64,12,30,26,0,1,1,"mixed",1
3,64,31,30,26,1,2,1,"mixed",1
3,64,30,30,26,0,2,7,"mixed",1
3,64,19,30,26,0,1,1,"mixed",1
3,64,15,30,26,1,2,1,"mixed",1
3,64,18,30,26,1,2,1,"mixed",1
3,64,12,30,26,0,2,1,"mixed",1
3,64,2,30,26,1,2,1,"mixed",1
3,64,31,30,26,1,1,1,"mixed",1
3,64,3,30,26,1,3,1,"mixed",1
3,64,25,30,26,0,1,1,"mixed",1
3,64,14,30,26,1,2,1,"mixed",1
3,64,8,30,26,0,3,1,"mixed",1
3,64,10,30,26,1,2,1,"mixed",1
3,64,5,30,26,0,3,1,"mixed",1
3,64,13,30,26,1,2,1,"mixed",1
3,64,26,30,26,1,1,1,"mixed",1
3,64,15,30,26,1,2,1,"mixed",1
3,64,4,30,26,1,2,1,"mixed",1
3,64,46,30,26,1,1,1,"mixed",1
3,64,44,30,26,0,1,9,"mixed",1
3,64,23,30,26,0,1,1,"mixed",1
3,64,38,30,26,0,2,1,"mixed",1
3,64,43,30,26,1,1,1,"mixed",1
3,64,24,30,26,1,3,1,"mixed",1
3,64,11,30,26,0,3,1,"mixed",1
3,64,37,30,26,1,2,1,"mixed",1
3,64,6,30,26,0,2,1,"mixed",1
3,64,26,30,26,1,2,1,"mixed",1
3,64,46,30,26,1,1,1,"mixed",1
3,64,25,30,26,0,2,1,"mixed",1
3,64,11,30,26,1,3,7,"mixed",1
3,64,13,30,26,1,2,1,"mixed",1
3,64,43,30,26,1,1,11,"mixed",1
3,64,4,30,26,1,2,1,"mixed",1
3,64,21,30,26,1,2,1,"mixed",1
3,64,5,30,26,0,3,1,"mixed",1
3,64,33,30,26,1,2,7,"mixed",1
3,64,25,30,26,0,1,1,"mixed",1
3,64,12,30,26,0,2,1,"mixed",1
3,64,1,30,26,1,2,5,"mixed",1
3,64,21,30,26,1,2,1,"mixed",1
3,64,5,30,26,0,2,1,"mixed",1
3,64,45,30,26,0,1,1,"mixed",1
3,64,23,30,26,0,2,5,"mixed",1
3,64,43,30,26,0,1,1,"mixed",1
3,64,42,30,26,1,2,1,"mixed",1
3,64,1,30,26,0,3,5,"mixed",1
1,65,5,25,24,1,2,1,"mixed",1
1,65,29,25,24,1,2,1,"mixed",1
1,65,24,25,24,1,2,1,"mixed",1
1,65,19,25,24,1,1,1,"mixed",1
1,65,34,25,24,1,1,1,"mixed",1
1,65,20,25,24,1,2,1,"mixed",1
1,65,7,25,24,1,2,6,"mixed",1
1,65,16,25,24,1,2,1,"mixed",1
1,65,15,25,24,0,2,1,"mixed",1
1,65,28,25,24,1,2,6,"mixed",1
1,65,3,25,24,0,1,1,"mixed",1
1,65,19,25,24,0,2,7,"mixed",1
1,65,7,25,24,1,3,5,"mixed",1
1,65,9,25,24,1,2,1,"mixed",1
1,65,11,25,24,1,2,1,"mixed",1
1,65,32,25,24,1,2,1,"mixed",1
1,65,32,25,24,1,2,1,"mixed",1
1,65,43,25,24,1,1,1,"mixed",1
1,65,15,25,24,1,3,1,"mixed",1
1,65,1,25,24,1,3,1,"mixed",1
1,65,19,25,24,1,2,1,"mixed",1
1,65,29,25,24,1,1,1,"mixed",1
1,65,27,25,24,1,2,1,"mixed",1
1,65,7,25,24,1,1,1,"mixed",1
1,65,23,25,24,0,1,1,"mixed",1
1,65,27,25,24,1,2,7,"mixed",1
1,65,14,25,24,1,1,1,"mixed",1
1,65,3,25,24,0,2,1,"mixed",1
1,65,19,25,24,0,2,1,"mixed",1
1,65,30,25,24,1,1,1,"mixed",1
1,65,19,25,24,1,2,1,"mixed",1
1,65,43,25,24,1,1,1,"mixed",1
1,65,19,25,24,1,1,1,"mixed",1
1,65,35,25,24,1,2,8,"mixed",1
1,65,20,25,24,0,2,1,"mixed",1
1,65,11,25,24,0,1,2,"mixed",1
1,65,27,25,24,0,1,1,"mixed",1
1,65,21,25,24,1,1,1,"mixed",1
1,65,23,25,24,1,2,1,"mixed",1
1,65,20,25,24,1,1,1,"mixed",1
1,65,3,25,24,0,3,1,"mixed",1
1,65,11,25,24,0,2,1,"mixed",1
1,65,17,25,24,1,2,1,"mixed",1
1,65,13,25,24,1,2,1,"mixed",1
1,65,8,25,24,1,2,1,"mixed",1
1,65,30,25,24,1,2,1,"mixed",1
1,65,42,25,24,1,1,1,"mixed",1
1,65,10,25,24,0,2,1,"mixed",1
1,65,18,25,24,1,2,8,"mixed",1
1,65,19,25,24,1,2,1,"mixed",1
1,65,6,25,24,0,3,1,"mixed",1
1,65,7,25,24,1,3,1,"mixed",1
1,65,56,25,24,1,1,1,"mixed",1
1,65,23,25,24,0,2,8,"mixed",1
1,65,31,25,24,1,1,2,"mixed",1
1,65,16,25,24,1,2,8,"mixed",1
1,65,23,25,24,0,2,1,"mixed",1
1,65,4,25,24,0,2,2,"mixed",1
1,65,32,25,24,1,1,1,"mixed",1
1,65,25,25,24,0,2,7,"mixed",1
1,65,10,25,24,1,3,7,"mixed",1
1,65,19,25,24,1,2,1,"mixed",1
1,65,36,25,24,1,1,1,"mixed",1
1,65,26,25,24,0,1,1,"mixed",1
1,65,1,25,24,0,3,1,"mixed",1
1,65,24,25,24,1,2,1,"mixed",1
1,65,26,25,24,1,2,1,"mixed",1
1,65,25,25,24,1,3,1,"mixed",1
1,65,19,25,24,1,2,1,"mixed",1
1,65,4,25,24,1,1,1,"mixed",1
1,65,19,25,24,1,2,1,"mixed",1
1,65,15,25,24,1,3,1,"mixed",1
1,65,18,25,24,1,2,5,"mixed",1
1,65,21,25,24,1,2,1,"mixed",1
1,65,27,25,24,1,2,1,"mixed",1
1,65,14,25,24,1,3,1,"mixed",1
1,65,12,25,24,1,2,1,"mixed",1
1,65,17,25,24,1,2,1,"mixed",1
1,65,18,25,24,1,2,1,"mixed",1
1,65,28,25,24,1,2,1,"mixed",1
1,65,15,25,24,0,1,1,"mixed",1
1,65,2,25,24,0,3,1,"mixed",1
1,65,9,25,24,0,2,1,"mixed",1
1,65,5,25,24,0,3,1,"mixed",1
1,65,18,25,24,1,2,7,"mixed",1
1,65,15,25,24,1,2,1,"mixed",1
1,65,37,25,24,1,1,1,"mixed",1
1,65,19,25,24,1,2,1,"mixed",1
1,65,5,25,24,0,2,5,"mixed",1
1,65,38,25,24,1,1,1,"mixed",1
1,65,17,25,24,1,2,1,"mixed",1
1,65,22,25,24,1,2,1,"mixed",1
1,65,28,25,24,1,3,9,"mixed",1
1,65,29,25,24,1,2,1,"mixed",1
1,65,22,25,24,1,2,1,"mixed",1
1,65,11,25,24,1,2,1,"mixed",1
1,65,15,25,24,0,2,1,"mixed",1
3,65,28,39,23,1,1,1,"mixed",1
3,65,28,39,23,0,1,1,"mixed",1
3,65,39,39,23,1,1,1,"mixed",1
3,65,17,39,23,1,2,1,"mixed",1
3,65,9,39,23,0,2,1,"mixed",1
3,65,10,39,23,0,3,5,"mixed",1
3,65,23,39,23,1,2,1,"mixed",1
3,65,20,39,23,0,2,1,"mixed",1
3,65,36,39,23,0,1,1,"mixed",1
3,65,29,39,23,1,2,1,"mixed",1
3,65,10,39,23,0,2,1,"mixed",1
3,65,2,39,23,0,2,1,"mixed",1
3,65,5,39,23,0,3,1,"mixed",1
3,65,30,39,23,0,2,1,"mixed",1
3,65,27,39,23,1,3,9,"mixed",1
3,65,25,39,23,1,1,1,"mixed",1
3,65,7,39,23,0,3,1,"mixed",1
3,65,45,39,23,0,1,1,"mixed",1
3,65,40,39,23,0,2,1,"mixed",1
3,65,32,39,23,0,2,1,"mixed",1
3,65,44,39,23,1,2,9,"mixed",1
3,65,8,39,23,1,3,1,"mixed",1
3,65,22,39,23,0,2,1,"mixed",1
3,65,7,39,23,0,2,1,"mixed",1
3,65,10,39,23,1,2,1,"mixed",1
3,65,27,39,23,1,2,1,"mixed",1
3,65,34,39,23,1,1,1,"mixed",1
3,65,17,39,23,1,2,5,"mixed",1
3,65,52,39,23,1,1,1,"mixed",1
3,65,14,39,23,0,2,1,"mixed",1
3,65,40,39,23,1,2,1,"mixed",1
3,65,11,39,23,0,3,1,"mixed",1
3,65,9,39,23,0,3,1,"mixed",1
3,65,12,39,23,0,2,1,"mixed",1
3,65,35,39,23,1,2,1,"mixed",1
3,65,16,39,23,1,2,1,"mixed",1
3,65,6,39,23,1,2,1,"mixed",1
3,65,7,39,23,0,2,1,"mixed",1
3,65,15,39,23,1,3,1,"mixed",1
3,65,36,39,23,1,1,1,"mixed",1
3,65,17,39,23,0,2,1,"mixed",1
3,65,3,39,23,0,3,1,"mixed",1
3,65,27,39,23,1,2,1,"mixed",1
3,65,17,39,23,0,2,1,"mixed",1
3,65,30,39,23,1,2,1,"mixed",1
3,65,11,39,23,1,3,1,"mixed",1
3,65,33,39,23,1,1,1,"mixed",1
3,65,53,39,23,0,1,1,"mixed",1
3,65,16,39,23,1,1,1,"mixed",1
3,65,9,39,23,1,2,5,"mixed",1
3,65,22,39,23,0,2,1,"mixed",1
3,65,15,39,23,1,2,7,"mixed",1
3,65,12,39,23,1,2,5,"mixed",1
3,65,34,39,23,1,2,1,"mixed",1
3,65,21,39,23,1,3,5,"mixed",1
3,65,9,39,23,1,2,1,"mixed",1
3,65,9,39,23,1,1,1,"mixed",1
3,65,31,39,23,1,2,1,"mixed",1
3,65,31,39,23,0,1,1,"mixed",1
3,65,45,39,23,1,1,1,"mixed",1
3,65,19,39,23,0,3,5,"mixed",1
3,65,13,39,23,1,3,1,"mixed",1
3,65,42,39,23,1,1,1,"mixed",1
3,65,30,39,23,1,2,1,"mixed",1
3,65,3,39,23,1,3,1,"mixed",1
3,65,22,39,23,0,2,1,"mixed",1
3,65,17,39,23,0,2,1,"mixed",1
3,65,26,39,23,1,2,1,"mixed",1
3,65,24,39,23,1,2,1,"mixed",1
3,65,4,39,23,0,3,1,"mixed",1
3,65,36,39,23,1,2,1,"mixed",1
3,65,38,39,23,0,2,1,"mixed",1
3,65,13,39,23,0,2,1,"mixed",1
3,65,7,39,23,1,3,1,"mixed",1
3,65,11,39,23,0,2,1,"mixed",1
3,65,5,39,23,1,3,1,"mixed",1
3,65,46,39,23,0,1,1,"mixed",1
3,65,21,39,23,1,2,1,"mixed",1
3,65,25,39,23,0,2,1,"mixed",1
3,65,3,39,23,0,3,1,"mixed",1
3,65,22,39,23,0,1,1,"mixed",1
3,65,30,39,23,1,2,1,"mixed",1
3,65,29,39,23,1,3,1,"mixed",1
3,65,21,39,23,1,1,1,"mixed",1
1,66,11,24,29,0,3,5,"mixed",2
1,66,6,24,29,0,3,1,"mixed",2
1,66,12,24,29,1,2,1,"mixed",2
1,66,25,24,29,0,2,1,"mixed",2
1,66,48,24,29,1,1,7,"mixed",2
1,66,42,24,29,1,1,1,"mixed",2
1,66,51,24,29,1,1,1,"mixed",2
1,66,27,24,29,1,2,1,"mixed",2
1,66,3,24,29,0,3,5,"mixed",2
1,66,6,24,29,0,2,1,"mixed",2
1,66,1,24,29,1,3,1,"mixed",2
1,66,24,24,29,0,2,5,"mixed",2
1,66,8,24,29,1,3,1,"mixed",2
1,66,7,24,29,1,3,1,"mixed",2
1,66,9,24,29,0,2,1,"mixed",2
1,66,16,24,29,0,3,5,"mixed",2
1,66,17,24,29,1,2,1,"mixed",2
1,66,11,24,29,1,2,1,"mixed",2
1,66,16,24,29,1,2,1,"mixed",2
1,66,20,24,29,1,2,1,"mixed",2
1,66,5,24,29,0,1,1,"mixed",2
1,66,29,24,29,1,2,1,"mixed",2
1,66,1,24,29,0,3,1,"mixed",2
1,66,50,24,29,1,1,1,"mixed",2
3,66,24,18,29,1,2,1,"mixed",2
3,66,31,18,29,0,2,5,"mixed",2
3,66,40,18,29,1,1,1,"mixed",2
3,66,2,18,29,0,2,1,"mixed",2
3,66,23,18,29,1,1,1,"mixed",2
3,66,19,18,29,0,2,1,"mixed",2
3,66,19,18,29,0,2,1,"mixed",2
3,66,27,18,29,0,2,1,"mixed",2
3,66,24,18,29,1,2,1,"mixed",2
3,66,48,18,29,1,1,1,"mixed",2
3,66,1,18,29,0,3,1,"mixed",2
3,66,59,18,29,1,2,5,"mixed",2
3,66,66,18,29,1,2,1,"mixed",2
3,66,30,18,29,0,2,1,"mixed",2
3,66,26,18,29,1,1,1,"mixed",2
3,66,53,18,29,0,1,1,"mixed",2
3,66,32,18,29,1,2,5,"mixed",2
3,66,21,18,29,0,2,5,"mixed",2
3,66,33,18,29,0,2,1,"mixed",2
3,66,40,18,29,1,2,1,"mixed",2
3,66,34,18,29,1,1,1,"mixed",2
3,66,1,18,29,0,3,5,"mixed",2
3,66,14,18,29,1,2,1,"mixed",2
3,66,55,18,29,1,2,7,"mixed",2
1,67,21,53,13,0,2,1,"mixed",1
1,67,5,53,13,1,3,5,"mixed",1
1,67,5,53,13,0,2,1,"mixed",1
1,67,27,53,13,0,2,1,"mixed",1
1,67,42,53,13,0,2,1,"mixed",1
1,67,2,53,13,0,3,1,"mixed",1
1,67,5,53,13,1,3,5,"mixed",1
1,67,11,53,13,1,2,1,"mixed",1
1,67,18,53,13,1,1,1,"mixed",1
1,67,10,53,13,0,2,10,"mixed",1
1,67,23,53,13,0,1,5,"mixed",1
1,67,43,53,13,1,2,11,"mixed",1
1,67,20,53,13,0,2,1,"mixed",1
1,67,8,53,13,0,2,5,"mixed",1
1,67,18,53,13,1,3,5,"mixed",1
1,67,19,53,13,0,2,1,"mixed",1
1,67,30,53,13,1,2,5,"mixed",1
1,67,30,53,13,1,1,10,"mixed",1
1,67,5,53,13,0,2,1,"mixed",1
1,67,23,53,13,1,2,1,"mixed",1
1,67,22,53,13,0,1,5,"mixed",1
1,67,4,53,13,0,2,1,"mixed",1
1,67,8,53,13,1,3,1,"mixed",1
1,67,6,53,13,1,2,5,"mixed",1
1,67,1,53,13,0,3,5,"mixed",1
1,67,10,53,13,0,3,10,"mixed",1
1,67,4,53,13,1,2,1,"mixed",1
1,67,1,53,13,0,2,1,"mixed",1
1,67,16,53,13,0,2,1,"mixed",1
1,67,7,53,13,0,2,5,"mixed",1
1,67,16,53,13,0,2,1,"mixed",1
1,67,26,53,13,0,1,1,"mixed",1
1,67,4,53,13,0,2,5,"mixed",1
1,67,13,53,13,1,2,5,"mixed",1
2,67,27,66,13,0,3,11,"mixed",1
2,67,17,66,13,1,2,5,"mixed",1
2,67,15,66,13,1,2,1,"mixed",1
2,67,11,66,13,1,2,1,"mixed",1
2,67,6,66,13,1,3,4,"mixed",1
2,67,5,66,13,1,2,1,"mixed",1
2,67,16,66,13,0,3,2,"mixed",1
2,67,11,66,13,1,2,2,"mixed",1
2,67,26,66,13,0,1,1,"mixed",1
2,67,2,66,13,0,2,5,"mixed",1
2,67,15,66,13,1,2,5,"mixed",1
2,67,13,66,13,0,2,1,"mixed",1
2,67,25,66,13,1,2,10,"mixed",1
2,67,25,66,13,0,2,9,"mixed",1
2,67,23,66,13,0,2,1,"mixed",1
2,67,41,66,13,0,1,9,"mixed",1
2,67,21,66,13,1,1,1,"mixed",1
2,67,26,66,13,0,2,5,"mixed",1
2,67,23,66,13,0,2,1,"mixed",1
2,67,37,66,13,0,2,6,"mixed",1
2,67,6,66,13,1,2,1,"mixed",1
2,67,24,66,13,0,2,5,"mixed",1
2,67,13,66,13,1,2,1,"mixed",1
2,67,14,66,13,0,3,5,"mixed",1
2,67,10,66,13,1,3,5,"mixed",1
2,67,14,66,13,1,2,5,"mixed",1
2,67,2,66,13,0,1,10,"mixed",1
2,67,4,66,13,1,2,1,"mixed",1
2,67,6,66,13,1,1,1,"mixed",1
2,67,21,66,13,1,1,5,"mixed",1
1,68,21,42,28,1,2,5,"female",1
1,68,32,42,28,1,1,1,"female",1
1,68,49,42,28,1,1,1,"female",1
1,68,16,42,28,1,1,1,"female",1
1,68,3,42,28,1,3,1,"female",1
1,68,3,42,28,1,3,5,"female",1
1,68,13,42,28,1,3,1,"female",1
1,68,24,42,28,1,2,11,"female",1
1,68,60,42,28,1,1,6,"female",1
1,68,20,42,28,1,2,1,"female",1
1,68,20,42,28,1,2,5,"female",1
1,68,23,42,28,1,1,1,"female",1
1,68,10,42,28,1,2,1,"female",1
1,68,29,42,28,1,2,1,"female",1
1,68,42,42,28,1,1,5,"female",1
1,68,45,42,28,1,1,5,"female",1
1,68,11,42,28,1,1,1,"female",1
1,68,13,42,28,1,1,1,"female",1
1,68,18,42,28,1,2,5,"female",1
1,68,12,42,28,1,3,1,"female",1
1,68,20,42,28,1,2,5,"female",1
1,68,19,42,28,1,2,6,"female",1
1,68,48,42,28,1,1,8,"female",1
1,68,34,42,28,1,1,6,"female",1
1,68,21,42,28,1,2,5,"female",1
1,68,17,42,28,1,1,1,"female",1
1,68,13,42,28,1,3,1,"female",1
1,68,8,42,28,1,1,1,"female",1
1,68,31,42,28,1,1,1,"female",1
1,68,63,42,28,1,1,1,"female",1
1,68,1,42,28,1,3,1,"female",1
1,68,27,42,28,1,2,1,"female",1
1,68,15,42,28,1,2,1,"female",1
1,68,49,42,28,1,1,5,"female",1
1,68,16,42,28,1,3,5,"female",1
1,68,1,42,28,1,3,1,"female",1
1,68,19,42,28,1,2,6,"female",1
1,68,23,42,28,1,2,5,"female",1
1,68,26,42,28,1,1,1,"female",1
1,68,4,42,28,1,3,1,"female",1
1,68,8,42,28,1,3,1,"female",1
1,68,14,42,28,1,3,5,"female",1
1,68,15,42,28,1,2,1,"female",1
1,68,24,42,28,1,1,1,"female",1
1,68,33,42,28,1,3,9,"female",1
1,68,44,42,28,1,1,7,"female",1
1,68,27,42,28,1,1,1,"female",1
1,68,16,42,28,1,1,5,"female",1
1,68,14,42,28,1,3,6,"female",1
1,68,36,42,28,1,1,1,"female",1
1,68,44,42,28,1,1,5,"female",1
1,68,26,42,28,1,2,1,"female",1
1,68,9,42,28,1,2,5,"female",1
1,68,4,42,28,1,2,5,"female",1
1,68,46,42,28,1,1,2,"female",1
1,68,23,42,28,1,2,7,"female",1
1,68,13,42,28,1,1,1,"female",1
1,68,24,42,28,1,3,5,"female",1
2,68,44,52,19,1,2,10,"female",1
2,68,2,52,19,1,3,5,"female",1
2,68,11,52,19,1,3,8,"female",1
2,68,6,52,19,1,3,1,"female",1
2,68,33,52,19,1,1,1,"female",1
2,68,28,52,19,1,3,4,"female",1
2,68,11,52,19,1,3,5,"female",1
2,68,7,52,19,1,3,5,"female",1
2,68,16,52,19,1,3,1,"female",1
2,68,8,52,19,1,2,1,"female",1
2,68,12,52,19,1,2,7,"female",1
2,68,23,52,19,1,2,2,"female",1
2,68,4,52,19,1,2,1,"female",1
2,68,13,52,19,1,2,1,"female",1
2,68,46,52,19,1,1,1,"female",1
2,68,18,52,19,1,3,7,"female",1
2,68,22,52,19,1,2,1,"female",1
2,68,4,52,19,1,2,1,"female",1
2,68,16,52,19,1,2,1,"female",1
2,68,38,52,19,1,2,1,"female",1
2,68,3,52,19,1,3,5,"female",1
2,68,28,52,19,1,1,1,"female",1
2,68,35,52,19,1,2,5,"female",1
2,68,25,52,19,1,1,1,"female",1
2,68,33,52,19,1,2,2,"female",1
2,68,20,52,19,1,2,5,"female",1
2,68,45,52,19,1,1,1,"female",1
2,68,2,52,19,1,3,11,"female",1
