"P","SOA","freq","primetype","prime","target","RT"
327,"SOA80","L","PDISS","laterate","LACERATE",857
345,"SOA80","L","PDISS","laterate","LACERATE",915
320,"SOA80","L","PSIM","laserate","LACERATE",1272
328,"SOA80","L","PSIM","laserate","LACERATE",903
332,"SOA80","L","PSIM","laserate","LACERATE",553
334,"SOA80","L","PSIM","laserate","LACERATE",709
344,"SOA80","L","PSIM","laserate","LACERATE",1225
346,"SOA80","L","PSIM","laserate","LACERATE",525
350,"SOA80","L","PSIM","laserate","LACERATE",674
323,"SOA80","L","UN","squadron","LACERATE",1638
325,"SOA80","L","UN","squadron","LACERATE",1081
329,"SOA80","L","UN","squadron","LACERATE",1629
331,"SOA80","L","UN","squadron","LACERATE",865
335,"SOA80","L","UN","squadron","LACERATE",617
337,"SOA80","L","UN","squadron","LACERATE",520
339,"SOA80","L","UN","squadron","LACERATE",938
509,"SOA47","M","PDISS","kuncheon","LUNCHEON",577
512,"SOA47","M","PDISS","kuncheon","LUNCHEON",490
515,"SOA47","M","PDISS","kuncheon","LUNCHEON",491
521,"SOA47","M","PDISS","kuncheon","LUNCHEON",641
527,"SOA47","M","PDISS","kuncheon","LUNCHEON",1242
536,"SOA47","M","PDISS","kuncheon","LUNCHEON",670
502,"SOA47","M","PSIM","lunchion","LUNCHEON",773
504,"SOA47","M","PSIM","lunchion","LUNCHEON",891
508,"SOA47","M","PSIM","lunchion","LUNCHEON",716
510,"SOA47","M","PSIM","lunchion","LUNCHEON",740
514,"SOA47","M","PSIM","lunchion","LUNCHEON",552
516,"SOA47","M","PSIM","lunchion","LUNCHEON",575
520,"SOA47","M","PSIM","lunchion","LUNCHEON",580
526,"SOA47","M","PSIM","lunchion","LUNCHEON",930
528,"SOA47","M","PSIM","lunchion","LUNCHEON",865
507,"SOA47","M","UN","moderate","LUNCHEON",511
511,"SOA47","M","UN","moderate","LUNCHEON",644
513,"SOA47","M","UN","moderate","LUNCHEON",1237
517,"SOA47","M","UN","moderate","LUNCHEON",944
519,"SOA47","M","UN","moderate","LUNCHEON",537
523,"SOA47","M","UN","moderate","LUNCHEON",722
525,"SOA47","M","UN","moderate","LUNCHEON",679
535,"SOA47","M","UN","moderate","LUNCHEON",587
541,"SOA47","M","UN","moderate","LUNCHEON",711
324,"SOA80","M","PDISS","kuncheon","LUNCHEON",586
327,"SOA80","M","PDISS","kuncheon","LUNCHEON",667
330,"SOA80","M","PDISS","kuncheon","LUNCHEON",920
333,"SOA80","M","PDISS","kuncheon","LUNCHEON",690
336,"SOA80","M","PDISS","kuncheon","LUNCHEON",556
348,"SOA80","M","PDISS","kuncheon","LUNCHEON",634
354,"SOA80","M","PDISS","kuncheon","LUNCHEON",901
357,"SOA80","M","PDISS","kuncheon","LUNCHEON",690
320,"SOA80","M","PSIM","lunchion","LUNCHEON",834
322,"SOA80","M","PSIM","lunchion","LUNCHEON",1151
326,"SOA80","M","PSIM","lunchion","LUNCHEON",737
328,"SOA80","M","PSIM","lunchion","LUNCHEON",587
332,"SOA80","M","PSIM","lunchion","LUNCHEON",517
334,"SOA80","M","PSIM","lunchion","LUNCHEON",634
338,"SOA80","M","PSIM","lunchion","LUNCHEON",798
344,"SOA80","M","PSIM","lunchion","LUNCHEON",732
346,"SOA80","M","PSIM","lunchion","LUNCHEON",495
350,"SOA80","M","PSIM","lunchion","LUNCHEON",525
323,"SOA80","M","UN","moderate","LUNCHEON",686
329,"SOA80","M","UN","moderate","LUNCHEON",943
331,"SOA80","M","UN","moderate","LUNCHEON",533
335,"SOA80","M","UN","moderate","LUNCHEON",788
337,"SOA80","M","UN","moderate","LUNCHEON",599
339,"SOA80","M","UN","moderate","LUNCHEON",671
347,"SOA80","M","UN","moderate","LUNCHEON",1298
355,"SOA80","M","UN","moderate","LUNCHEON",705
504,"SOA47","M","PDISS","murginal","MARGINAL",812
507,"SOA47","M","PDISS","murginal","MARGINAL",544
510,"SOA47","M","PDISS","murginal","MARGINAL",602
513,"SOA47","M","PDISS","murginal","MARGINAL",694
516,"SOA47","M","PDISS","murginal","MARGINAL",695
519,"SOA47","M","PDISS","murginal","MARGINAL",474
522,"SOA47","M","PDISS","murginal","MARGINAL",805
525,"SOA47","M","PDISS","murginal","MARGINAL",603
528,"SOA47","M","PDISS","murginal","MARGINAL",622
503,"SOA47","M","PSIM","margenal","MARGINAL",487
509,"SOA47","M","PSIM","margenal","MARGINAL",676
511,"SOA47","M","PSIM","margenal","MARGINAL",448
515,"SOA47","M","PSIM","margenal","MARGINAL",492
521,"SOA47","M","PSIM","margenal","MARGINAL",700
523,"SOA47","M","PSIM","margenal","MARGINAL",553
527,"SOA47","M","PSIM","margenal","MARGINAL",550
535,"SOA47","M","PSIM","margenal","MARGINAL",572
541,"SOA47","M","PSIM","margenal","MARGINAL",526
502,"SOA47","M","UN","patience","MARGINAL",794
506,"SOA47","M","UN","patience","MARGINAL",865
508,"SOA47","M","UN","patience","MARGINAL",810
512,"SOA47","M","UN","patience","MARGINAL",561
514,"SOA47","M","UN","patience","MARGINAL",488
520,"SOA47","M","UN","patience","MARGINAL",628
526,"SOA47","M","UN","patience","MARGINAL",836
536,"SOA47","M","UN","patience","MARGINAL",660
319,"SOA80","M","PDISS","murginal","MARGINAL",785
322,"SOA80","M","PDISS","murginal","MARGINAL",1014
325,"SOA80","M","PDISS","murginal","MARGINAL",580
328,"SOA80","M","PDISS","murginal","MARGINAL",751
331,"SOA80","M","PDISS","murginal","MARGINAL",563
334,"SOA80","M","PDISS","murginal","MARGINAL",630
337,"SOA80","M","PDISS","murginal","MARGINAL",477
338,"SOA80","M","PDISS","murginal","MARGINAL",684
346,"SOA80","M","PDISS","murginal","MARGINAL",452
355,"SOA80","M","PDISS","murginal","MARGINAL",453
321,"SOA80","M","PSIM","margenal","MARGINAL",976
323,"SOA80","M","PSIM","margenal","MARGINAL",698
327,"SOA80","M","PSIM","margenal","MARGINAL",481
329,"SOA80","M","PSIM","margenal","MARGINAL",901
333,"SOA80","M","PSIM","margenal","MARGINAL",834
335,"SOA80","M","PSIM","margenal","MARGINAL",562
339,"SOA80","M","PSIM","margenal","MARGINAL",534
345,"SOA80","M","PSIM","margenal","MARGINAL",949
347,"SOA80","M","PSIM","margenal","MARGINAL",1391
357,"SOA80","M","PSIM","margenal","MARGINAL",652
324,"SOA80","M","UN","patience","MARGINAL",600
326,"SOA80","M","UN","patience","MARGINAL",1196
330,"SOA80","M","UN","patience","MARGINAL",673
332,"SOA80","M","UN","patience","MARGINAL",597
336,"SOA80","M","UN","patience","MARGINAL",584
344,"SOA80","M","UN","patience","MARGINAL",1323
348,"SOA80","M","UN","patience","MARGINAL",501
350,"SOA80","M","UN","patience","MARGINAL",658
354,"SOA80","M","UN","patience","MARGINAL",1156
501,"SOA47","L","PDISS","messacre","MASSACRE",677
504,"SOA47","L","PDISS","messacre","MASSACRE",897
507,"SOA47","L","PDISS","messacre","MASSACRE",480
510,"SOA47","L","PDISS","messacre","MASSACRE",1149
513,"SOA47","L","PDISS","messacre","MASSACRE",863
516,"SOA47","L","PDISS","messacre","MASSACRE",770
519,"SOA47","L","PDISS","messacre","MASSACRE",459
522,"SOA47","L","PDISS","messacre","MASSACRE",912
525,"SOA47","L","PDISS","messacre","MASSACRE",449
528,"SOA47","L","PDISS","messacre","MASSACRE",908
503,"SOA47","L","PSIM","massacer","MASSACRE",529
509,"SOA47","L","PSIM","massacer","MASSACRE",647
511,"SOA47","L","PSIM","massacer","MASSACRE",552
515,"SOA47","L","PSIM","massacer","MASSACRE",583
517,"SOA47","L","PSIM","massacer","MASSACRE",741
521,"SOA47","L","PSIM","massacer","MASSACRE",567
523,"SOA47","L","PSIM","massacer","MASSACRE",644
527,"SOA47","L","PSIM","massacer","MASSACRE",613
535,"SOA47","L","PSIM","massacer","MASSACRE",579
541,"SOA47","L","PSIM","massacer","MASSACRE",599
502,"SOA47","L","UN","euphoric","MASSACRE",1043
506,"SOA47","L","UN","euphoric","MASSACRE",830
508,"SOA47","L","UN","euphoric","MASSACRE",639
512,"SOA47","L","UN","euphoric","MASSACRE",645
514,"SOA47","L","UN","euphoric","MASSACRE",693
520,"SOA47","L","UN","euphoric","MASSACRE",564
524,"SOA47","L","UN","euphoric","MASSACRE",623
526,"SOA47","L","UN","euphoric","MASSACRE",837
536,"SOA47","L","UN","euphoric","MASSACRE",657
319,"SOA80","L","PDISS","messacre","MASSACRE",1115
322,"SOA80","L","PDISS","messacre","MASSACRE",912
325,"SOA80","L","PDISS","messacre","MASSACRE",527
328,"SOA80","L","PDISS","messacre","MASSACRE",766
331,"SOA80","L","PDISS","messacre","MASSACRE",728
337,"SOA80","L","PDISS","messacre","MASSACRE",540
338,"SOA80","L","PDISS","messacre","MASSACRE",494
346,"SOA80","L","PDISS","messacre","MASSACRE",472
355,"SOA80","L","PDISS","messacre","MASSACRE",534
321,"SOA80","L","PSIM","massacer","MASSACRE",1151
323,"SOA80","L","PSIM","massacer","MASSACRE",655
327,"SOA80","L","PSIM","massacer","MASSACRE",674
329,"SOA80","L","PSIM","massacer","MASSACRE",848
333,"SOA80","L","PSIM","massacer","MASSACRE",690
335,"SOA80","L","PSIM","massacer","MASSACRE",447
339,"SOA80","L","PSIM","massacer","MASSACRE",616
347,"SOA80","L","PSIM","massacer","MASSACRE",1428
357,"SOA80","L","PSIM","massacer","MASSACRE",553
320,"SOA80","L","UN","euphoric","MASSACRE",1233
324,"SOA80","L","UN","euphoric","MASSACRE",984
326,"SOA80","L","UN","euphoric","MASSACRE",1636
330,"SOA80","L","UN","euphoric","MASSACRE",871
332,"SOA80","L","UN","euphoric","MASSACRE",982
336,"SOA80","L","UN","euphoric","MASSACRE",581
344,"SOA80","L","UN","euphoric","MASSACRE",1381
348,"SOA80","L","UN","euphoric","MASSACRE",569
350,"SOA80","L","UN","euphoric","MASSACRE",419
354,"SOA80","L","UN","euphoric","MASSACRE",1700
501,"SOA47","M","PDISS","minarity","MINORITY",531
504,"SOA47","M","PDISS","minarity","MINORITY",695
507,"SOA47","M","PDISS","minarity","MINORITY",422
510,"SOA47","M","PDISS","minarity","MINORITY",541
513,"SOA47","M","PDISS","minarity","MINORITY",565
516,"SOA47","M","PDISS","minarity","MINORITY",590
519,"SOA47","M","PDISS","minarity","MINORITY",409
522,"SOA47","M","PDISS","minarity","MINORITY",667
525,"SOA47","M","PDISS","minarity","MINORITY",456
528,"SOA47","M","PDISS","minarity","MINORITY",639
503,"SOA47","M","PSIM","minorety","MINORITY",441
509,"SOA47","M","PSIM","minorety","MINORITY",454
511,"SOA47","M","PSIM","minorety","MINORITY",481
515,"SOA47","M","PSIM","minorety","MINORITY",452
517,"SOA47","M","PSIM","minorety","MINORITY",770
521,"SOA47","M","PSIM","minorety","MINORITY",518
523,"SOA47","M","PSIM","minorety","MINORITY",564
527,"SOA47","M","PSIM","minorety","MINORITY",488
535,"SOA47","M","PSIM","minorety","MINORITY",535
541,"SOA47","M","PSIM","minorety","MINORITY",558
502,"SOA47","M","UN","champion","MINORITY",554
506,"SOA47","M","UN","champion","MINORITY",528
508,"SOA47","M","UN","champion","MINORITY",624
512,"SOA47","M","UN","champion","MINORITY",533
514,"SOA47","M","UN","champion","MINORITY",617
520,"SOA47","M","UN","champion","MINORITY",502
524,"SOA47","M","UN","champion","MINORITY",538
526,"SOA47","M","UN","champion","MINORITY",592
530,"SOA47","M","UN","champion","MINORITY",485
536,"SOA47","M","UN","champion","MINORITY",582
319,"SOA80","M","PDISS","minarity","MINORITY",573
322,"SOA80","M","PDISS","minarity","MINORITY",826
325,"SOA80","M","PDISS","minarity","MINORITY",540
328,"SOA80","M","PDISS","minarity","MINORITY",467
331,"SOA80","M","PDISS","minarity","MINORITY",696
334,"SOA80","M","PDISS","minarity","MINORITY",841
337,"SOA80","M","PDISS","minarity","MINORITY",816
338,"SOA80","M","PDISS","minarity","MINORITY",392
346,"SOA80","M","PDISS","minarity","MINORITY",641
355,"SOA80","M","PDISS","minarity","MINORITY",485
321,"SOA80","M","PSIM","minorety","MINORITY",1035
323,"SOA80","M","PSIM","minorety","MINORITY",560
327,"SOA80","M","PSIM","minorety","MINORITY",493
329,"SOA80","M","PSIM","minorety","MINORITY",894
333,"SOA80","M","PSIM","minorety","MINORITY",816
335,"SOA80","M","PSIM","minorety","MINORITY",529
339,"SOA80","M","PSIM","minorety","MINORITY",680
345,"SOA80","M","PSIM","minorety","MINORITY",534
347,"SOA80","M","PSIM","minorety","MINORITY",665
357,"SOA80","M","PSIM","minorety","MINORITY",455
320,"SOA80","M","UN","champion","MINORITY",939
324,"SOA80","M","UN","champion","MINORITY",508
326,"SOA80","M","UN","champion","MINORITY",1029
330,"SOA80","M","UN","champion","MINORITY",920
332,"SOA80","M","UN","champion","MINORITY",474
336,"SOA80","M","UN","champion","MINORITY",867
344,"SOA80","M","UN","champion","MINORITY",912
348,"SOA80","M","UN","champion","MINORITY",474
350,"SOA80","M","UN","champion","MINORITY",512
354,"SOA80","M","UN","champion","MINORITY",953
503,"SOA47","M","PDISS","monuevent","MONUMENT",494
506,"SOA47","M","PDISS","monuevent","MONUMENT",882
509,"SOA47","M","PDISS","monuevent","MONUMENT",764
512,"SOA47","M","PDISS","monuevent","MONUMENT",547
521,"SOA47","M","PDISS","monuevent","MONUMENT",654
524,"SOA47","M","PDISS","monuevent","MONUMENT",455
527,"SOA47","M","PDISS","monuevent","MONUMENT",743
530,"SOA47","M","PDISS","monuevent","MONUMENT",690
502,"SOA47","M","PSIM","monuement","MONUMENT",1077
504,"SOA47","M","PSIM","monuement","MONUMENT",675
508,"SOA47","M","PSIM","monuement","MONUMENT",545
510,"SOA47","M","PSIM","monuement","MONUMENT",1006
516,"SOA47","M","PSIM","monuement","MONUMENT",611
520,"SOA47","M","PSIM","monuement","MONUMENT",550
522,"SOA47","M","PSIM","monuement","MONUMENT",716
526,"SOA47","M","PSIM","monuement","MONUMENT",475
528,"SOA47","M","PSIM","monuement","MONUMENT",755
501,"SOA47","M","UN","peaceful","MONUMENT",458
507,"SOA47","M","UN","peaceful","MONUMENT",596
511,"SOA47","M","UN","peaceful","MONUMENT",1177
523,"SOA47","M","UN","peaceful","MONUMENT",1099
525,"SOA47","M","UN","peaceful","MONUMENT",454
535,"SOA47","M","UN","peaceful","MONUMENT",540
541,"SOA47","M","UN","peaceful","MONUMENT",637
321,"SOA80","M","PDISS","monuevent","MONUMENT",1105
324,"SOA80","M","PDISS","monuevent","MONUMENT",589
327,"SOA80","M","PDISS","monuevent","MONUMENT",473
330,"SOA80","M","PDISS","monuevent","MONUMENT",791
333,"SOA80","M","PDISS","monuevent","MONUMENT",495
336,"SOA80","M","PDISS","monuevent","MONUMENT",636
345,"SOA80","M","PDISS","monuevent","MONUMENT",729
354,"SOA80","M","PDISS","monuevent","MONUMENT",1000
357,"SOA80","M","PDISS","monuevent","MONUMENT",649
320,"SOA80","M","PSIM","monuement","MONUMENT",1200
322,"SOA80","M","PSIM","monuement","MONUMENT",1183
326,"SOA80","M","PSIM","monuement","MONUMENT",1317
328,"SOA80","M","PSIM","monuement","MONUMENT",556
334,"SOA80","M","PSIM","monuement","MONUMENT",557
338,"SOA80","M","PSIM","monuement","MONUMENT",532
344,"SOA80","M","PSIM","monuement","MONUMENT",775
346,"SOA80","M","PSIM","monuement","MONUMENT",525
350,"SOA80","M","PSIM","monuement","MONUMENT",486
319,"SOA80","M","UN","peaceful","MONUMENT",652
323,"SOA80","M","UN","peaceful","MONUMENT",868
325,"SOA80","M","UN","peaceful","MONUMENT",497
329,"SOA80","M","UN","peaceful","MONUMENT",728
331,"SOA80","M","UN","peaceful","MONUMENT",632
335,"SOA80","M","UN","peaceful","MONUMENT",1221
337,"SOA80","M","UN","peaceful","MONUMENT",617
339,"SOA80","M","UN","peaceful","MONUMENT",531
355,"SOA80","M","UN","peaceful","MONUMENT",594
503,"SOA47","M","PDISS","nargative","NARRATIVE",549
506,"SOA47","M","PDISS","nargative","NARRATIVE",779
509,"SOA47","M","PDISS","nargative","NARRATIVE",898
512,"SOA47","M","PDISS","nargative","NARRATIVE",493
515,"SOA47","M","PDISS","nargative","NARRATIVE",464
521,"SOA47","M","PDISS","nargative","NARRATIVE",821
524,"SOA47","M","PDISS","nargative","NARRATIVE",504
527,"SOA47","M","PDISS","nargative","NARRATIVE",950
530,"SOA47","M","PDISS","nargative","NARRATIVE",597
536,"SOA47","M","PDISS","nargative","NARRATIVE",571
502,"SOA47","M","PSIM","narrotive","NARRATIVE",557
504,"SOA47","M","PSIM","narrotive","NARRATIVE",541
508,"SOA47","M","PSIM","narrotive","NARRATIVE",642
510,"SOA47","M","PSIM","narrotive","NARRATIVE",760
514,"SOA47","M","PSIM","narrotive","NARRATIVE",419
516,"SOA47","M","PSIM","narrotive","NARRATIVE",598
520,"SOA47","M","PSIM","narrotive","NARRATIVE",520
522,"SOA47","M","PSIM","narrotive","NARRATIVE",659
526,"SOA47","M","PSIM","narrotive","NARRATIVE",569
528,"SOA47","M","PSIM","narrotive","NARRATIVE",556
501,"SOA47","M","UN","partially","NARRATIVE",668
507,"SOA47","M","UN","partially","NARRATIVE",563
511,"SOA47","M","UN","partially","NARRATIVE",535
513,"SOA47","M","UN","partially","NARRATIVE",959
517,"SOA47","M","UN","partially","NARRATIVE",589
519,"SOA47","M","UN","partially","NARRATIVE",588
523,"SOA47","M","UN","partially","NARRATIVE",684
525,"SOA47","M","UN","partially","NARRATIVE",780
535,"SOA47","M","UN","partially","NARRATIVE",636
541,"SOA47","M","UN","partially","NARRATIVE",713
321,"SOA80","M","PDISS","nargative","NARRATIVE",784
324,"SOA80","M","PDISS","nargative","NARRATIVE",489
327,"SOA80","M","PDISS","nargative","NARRATIVE",823
330,"SOA80","M","PDISS","nargative","NARRATIVE",838
333,"SOA80","M","PDISS","nargative","NARRATIVE",749
336,"SOA80","M","PDISS","nargative","NARRATIVE",759
345,"SOA80","M","PDISS","nargative","NARRATIVE",825
357,"SOA80","M","PDISS","nargative","NARRATIVE",709
320,"SOA80","M","PSIM","narrotive","NARRATIVE",1092
322,"SOA80","M","PSIM","narrotive","NARRATIVE",1094
326,"SOA80","M","PSIM","narrotive","NARRATIVE",888
328,"SOA80","M","PSIM","narrotive","NARRATIVE",860
332,"SOA80","M","PSIM","narrotive","NARRATIVE",449
334,"SOA80","M","PSIM","narrotive","NARRATIVE",465
338,"SOA80","M","PSIM","narrotive","NARRATIVE",624
344,"SOA80","M","PSIM","narrotive","NARRATIVE",1042
346,"SOA80","M","PSIM","narrotive","NARRATIVE",387
350,"SOA80","M","PSIM","narrotive","NARRATIVE",386
319,"SOA80","M","UN","partially","NARRATIVE",729
323,"SOA80","M","UN","partially","NARRATIVE",735
325,"SOA80","M","UN","partially","NARRATIVE",780
331,"SOA80","M","UN","partially","NARRATIVE",730
335,"SOA80","M","UN","partially","NARRATIVE",539
337,"SOA80","M","UN","partially","NARRATIVE",591
339,"SOA80","M","UN","partially","NARRATIVE",768
347,"SOA80","M","UN","partially","NARRATIVE",1131
355,"SOA80","M","UN","partially","NARRATIVE",574
501,"SOA47","L","PDISS","oblinion","OBLIVION",785
504,"SOA47","L","PDISS","oblinion","OBLIVION",547
507,"SOA47","L","PDISS","oblinion","OBLIVION",567
513,"SOA47","L","PDISS","oblinion","OBLIVION",753
516,"SOA47","L","PDISS","oblinion","OBLIVION",662
519,"SOA47","L","PDISS","oblinion","OBLIVION",474
522,"SOA47","L","PDISS","oblinion","OBLIVION",989
525,"SOA47","L","PDISS","oblinion","OBLIVION",921
503,"SOA47","L","PSIM","oblivian","OBLIVION",609
509,"SOA47","L","PSIM","oblivian","OBLIVION",763
511,"SOA47","L","PSIM","oblivian","OBLIVION",748
517,"SOA47","L","PSIM","oblivian","OBLIVION",724
521,"SOA47","L","PSIM","oblivian","OBLIVION",502
523,"SOA47","L","PSIM","oblivian","OBLIVION",522
527,"SOA47","L","PSIM","oblivian","OBLIVION",540
535,"SOA47","L","PSIM","oblivian","OBLIVION",556
541,"SOA47","L","PSIM","oblivian","OBLIVION",607
502,"SOA47","L","UN","neuronal","OBLIVION",761
506,"SOA47","L","UN","neuronal","OBLIVION",558
508,"SOA47","L","UN","neuronal","OBLIVION",592
512,"SOA47","L","UN","neuronal","OBLIVION",730
520,"SOA47","L","UN","neuronal","OBLIVION",730
524,"SOA47","L","UN","neuronal","OBLIVION",715
526,"SOA47","L","UN","neuronal","OBLIVION",780
536,"SOA47","L","UN","neuronal","OBLIVION",794
319,"SOA80","L","PDISS","oblinion","OBLIVION",849
322,"SOA80","L","PDISS","oblinion","OBLIVION",1212
325,"SOA80","L","PDISS","oblinion","OBLIVION",847
328,"SOA80","L","PDISS","oblinion","OBLIVION",627
331,"SOA80","L","PDISS","oblinion","OBLIVION",486
334,"SOA80","L","PDISS","oblinion","OBLIVION",748
337,"SOA80","L","PDISS","oblinion","OBLIVION",784
346,"SOA80","L","PDISS","oblinion","OBLIVION",738
355,"SOA80","L","PDISS","oblinion","OBLIVION",695
321,"SOA80","L","PSIM","oblivian","OBLIVION",1230
323,"SOA80","L","PSIM","oblivian","OBLIVION",567
327,"SOA80","L","PSIM","oblivian","OBLIVION",899
329,"SOA80","L","PSIM","oblivian","OBLIVION",947
333,"SOA80","L","PSIM","oblivian","OBLIVION",712
335,"SOA80","L","PSIM","oblivian","OBLIVION",669
339,"SOA80","L","PSIM","oblivian","OBLIVION",622
345,"SOA80","L","PSIM","oblivian","OBLIVION",657
357,"SOA80","L","PSIM","oblivian","OBLIVION",500
320,"SOA80","L","UN","neuronal","OBLIVION",1013
324,"SOA80","L","UN","neuronal","OBLIVION",666
326,"SOA80","L","UN","neuronal","OBLIVION",1362
330,"SOA80","L","UN","neuronal","OBLIVION",775
332,"SOA80","L","UN","neuronal","OBLIVION",587
336,"SOA80","L","UN","neuronal","OBLIVION",799
344,"SOA80","L","UN","neuronal","OBLIVION",1064
348,"SOA80","L","UN","neuronal","OBLIVION",703
350,"SOA80","L","UN","neuronal","OBLIVION",647
354,"SOA80","L","UN","neuronal","OBLIVION",1243
501,"SOA47","M","PDISS","oxidotion","OXIDATION",519
504,"SOA47","M","PDISS","oxidotion","OXIDATION",624
507,"SOA47","M","PDISS","oxidotion","OXIDATION",518
510,"SOA47","M","PDISS","oxidotion","OXIDATION",940
513,"SOA47","M","PDISS","oxidotion","OXIDATION",553
516,"SOA47","M","PDISS","oxidotion","OXIDATION",609
519,"SOA47","M","PDISS","oxidotion","OXIDATION",484
522,"SOA47","M","PDISS","oxidotion","OXIDATION",705
525,"SOA47","M","PDISS","oxidotion","OXIDATION",650
528,"SOA47","M","PDISS","oxidotion","OXIDATION",548
509,"SOA47","M","PSIM","oxadation","OXIDATION",581
511,"SOA47","M","PSIM","oxadation","OXIDATION",512
515,"SOA47","M","PSIM","oxadation","OXIDATION",733
517,"SOA47","M","PSIM","oxadation","OXIDATION",814
521,"SOA47","M","PSIM","oxadation","OXIDATION",620
523,"SOA47","M","PSIM","oxadation","OXIDATION",663
527,"SOA47","M","PSIM","oxadation","OXIDATION",960
535,"SOA47","M","PSIM","oxadation","OXIDATION",640
502,"SOA47","M","UN","regularly","OXIDATION",696
506,"SOA47","M","UN","regularly","OXIDATION",761
508,"SOA47","M","UN","regularly","OXIDATION",667
512,"SOA47","M","UN","regularly","OXIDATION",573
514,"SOA47","M","UN","regularly","OXIDATION",691
520,"SOA47","M","UN","regularly","OXIDATION",516
524,"SOA47","M","UN","regularly","OXIDATION",516
526,"SOA47","M","UN","regularly","OXIDATION",1228
530,"SOA47","M","UN","regularly","OXIDATION",643
319,"SOA80","M","PDISS","oxidotion","OXIDATION",837
322,"SOA80","M","PDISS","oxidotion","OXIDATION",1255
325,"SOA80","M","PDISS","oxidotion","OXIDATION",1527
328,"SOA80","M","PDISS","oxidotion","OXIDATION",476
331,"SOA80","M","PDISS","oxidotion","OXIDATION",897
334,"SOA80","M","PDISS","oxidotion","OXIDATION",617
337,"SOA80","M","PDISS","oxidotion","OXIDATION",742
338,"SOA80","M","PDISS","oxidotion","OXIDATION",565
346,"SOA80","M","PDISS","oxidotion","OXIDATION",472
355,"SOA80","M","PDISS","oxidotion","OXIDATION",497
321,"SOA80","M","PSIM","oxadation","OXIDATION",1257
323,"SOA80","M","PSIM","oxadation","OXIDATION",742
327,"SOA80","M","PSIM","oxadation","OXIDATION",482
329,"SOA80","M","PSIM","oxadation","OXIDATION",764
333,"SOA80","M","PSIM","oxadation","OXIDATION",669
339,"SOA80","M","PSIM","oxadation","OXIDATION",482
345,"SOA80","M","PSIM","oxadation","OXIDATION",694
347,"SOA80","M","PSIM","oxadation","OXIDATION",880
357,"SOA80","M","PSIM","oxadation","OXIDATION",617
320,"SOA80","M","UN","regularly","OXIDATION",1252
324,"SOA80","M","UN","regularly","OXIDATION",728
326,"SOA80","M","UN","regularly","OXIDATION",1061
330,"SOA80","M","UN","regularly","OXIDATION",874
332,"SOA80","M","UN","regularly","OXIDATION",617
344,"SOA80","M","UN","regularly","OXIDATION",1126
348,"SOA80","M","UN","regularly","OXIDATION",643
350,"SOA80","M","UN","regularly","OXIDATION",677
354,"SOA80","M","UN","regularly","OXIDATION",1733
501,"SOA47","L","PDISS","pocifist","PACIFIST",550
504,"SOA47","L","PDISS","pocifist","PACIFIST",1063
507,"SOA47","L","PDISS","pocifist","PACIFIST",567
510,"SOA47","L","PDISS","pocifist","PACIFIST",1283
516,"SOA47","L","PDISS","pocifist","PACIFIST",713
519,"SOA47","L","PDISS","pocifist","PACIFIST",455
522,"SOA47","L","PDISS","pocifist","PACIFIST",854
525,"SOA47","L","PDISS","pocifist","PACIFIST",475
528,"SOA47","L","PDISS","pocifist","PACIFIST",1263
503,"SOA47","L","PSIM","pasifist","PACIFIST",477
509,"SOA47","L","PSIM","pasifist","PACIFIST",767
511,"SOA47","L","PSIM","pasifist","PACIFIST",627
517,"SOA47","L","PSIM","pasifist","PACIFIST",672
521,"SOA47","L","PSIM","pasifist","PACIFIST",467
527,"SOA47","L","PSIM","pasifist","PACIFIST",619
535,"SOA47","L","PSIM","pasifist","PACIFIST",516
541,"SOA47","L","PSIM","pasifist","PACIFIST",873
502,"SOA47","L","UN","leverage","PACIFIST",1659
506,"SOA47","L","UN","leverage","PACIFIST",1207
508,"SOA47","L","UN","leverage","PACIFIST",869
512,"SOA47","L","UN","leverage","PACIFIST",715
514,"SOA47","L","UN","leverage","PACIFIST",424
520,"SOA47","L","UN","leverage","PACIFIST",527
524,"SOA47","L","UN","leverage","PACIFIST",597
526,"SOA47","L","UN","leverage","PACIFIST",563
536,"SOA47","L","UN","leverage","PACIFIST",593
319,"SOA80","L","PDISS","pocifist","PACIFIST",737
322,"SOA80","L","PDISS","pocifist","PACIFIST",967
325,"SOA80","L","PDISS","pocifist","PACIFIST",350
328,"SOA80","L","PDISS","pocifist","PACIFIST",412
331,"SOA80","L","PDISS","pocifist","PACIFIST",834
334,"SOA80","L","PDISS","pocifist","PACIFIST",742
337,"SOA80","L","PDISS","pocifist","PACIFIST",463
338,"SOA80","L","PDISS","pocifist","PACIFIST",488
355,"SOA80","L","PDISS","pocifist","PACIFIST",653
321,"SOA80","L","PSIM","pasifist","PACIFIST",750
323,"SOA80","L","PSIM","pasifist","PACIFIST",611
327,"SOA80","L","PSIM","pasifist","PACIFIST",503
333,"SOA80","L","PSIM","pasifist","PACIFIST",683
335,"SOA80","L","PSIM","pasifist","PACIFIST",538
339,"SOA80","L","PSIM","pasifist","PACIFIST",480
345,"SOA80","L","PSIM","pasifist","PACIFIST",569
347,"SOA80","L","PSIM","pasifist","PACIFIST",1033
357,"SOA80","L","PSIM","pasifist","PACIFIST",518
320,"SOA80","L","UN","leverage","PACIFIST",1225
324,"SOA80","L","UN","leverage","PACIFIST",747
