"nation","nation_religiosity","age","nation_education","mf_harm","mf_fairness","mf_ingroup","mf_authority","mf_purity","mf_harm_group","mf_fairness_group","mf_purity_group","mf_ingroup_group","mf_authority_group"
"Indonesia",99,19,584,4,3.5,4.6,3.6,3.25,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,20,584,5,5.5,4.4,4.6,4,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,5.25,4.5,3.6,4,4,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,5.5,5.25,5,3,4.75,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,3,2.75,3,2.6,2.5,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,6,5.5,5,5,5.75,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,20,584,2.25,2.25,4.2,3.2,3,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,17,584,5,5.33333333333333,4.2,4.2,5.75,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,6,5.25,5.4,4.8,6,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,24,584,5.25,5.5,4.8,4.2,4.75,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,3.75,4,4,3.8,4.5,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,5,5.5,5.4,5.2,4.75,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,5,4.5,5,4.6,5,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,26,584,5,5,3.8,4.8,5.25,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,21,584,5,5.75,2.6,3,3,4.67,4.64333333333333,4.165,4.18,4.004
"Indonesia",99,19,584,5,5.5,3.6,3.4,3.75,4.67,4.64333333333333,4.165,4.18,4.004
"Isreal",49.5,20,907,6,5,4,3,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.75,5,4.8,4.6,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5,4.25,4.8,3.6,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.5,4.75,4.8,3.8,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,6,6,6,6,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.25,3,5.4,3.8,3.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,5,4.6,4.2,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.75,5,4,4.4,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5.5,4.8,4,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,6,5.25,3.8,4.2,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.25,5.25,5,3,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5.5,5.4,4.2,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,28,907,4.5,4,4.6,3.8,3.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,5.25,4.8,4.2,3.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5,3.8,4.4,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,5.25,5.25,3.2,2.6,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,6,4.75,3.8,3.4,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.75,4.25,4.6,4,3.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,5.5,4.5,4.6,3.2,2.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,4.75,3.5,3.6,4,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,5.25,5.6,3.8,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5.25,4.25,4.8,4,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.25,5.5,4.2,5.2,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,6,6,5.2,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5.25,3.75,4.4,3.2,3.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,3.75,4.25,4,3.8,3.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5,3.5,4.8,4,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,5.25,4.2,4.2,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.25,4.75,5,5,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,5.75,4.75,4.8,4.4,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,6,5,5.4,4.2,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5,5.25,4.4,3.8,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,4.75,5,4,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,27,907,5.25,3,2.8,3.4,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.5,5,4.8,4.4,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,5,4.2,3.6,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,4.75,5.4,4.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,5.75,5,4.6,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,26,907,6,4.75,4.8,4,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.75,4.5,4,4,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,6,4.8,4.2,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,3.5,2.5,3,3.4,3.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,5.25,5.6,5,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,3.25,4.25,3,4.2,2.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,2.5,3.8,2,3,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,4.5,3.75,4,2,3.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,26,907,4.75,5,5.6,3.2,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,20,907,6,5,5.4,4.2,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,1,1,5.4,4.2,3.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,6,4.75,4.6,3.4,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,4,4.4,4,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,6,5,4.8,4.4,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5,4.8,4.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.75,4.5,4.6,3.6,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5,5,5,4.4,5.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,5,5.2,5,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,6,5.75,5,5.6,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5,4.75,5,4.6,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,4,4.5,4.4,4.4,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.25,4,3.6,4,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.5,5.5,5,3.8,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.5,4.75,4.4,3.4,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,1,1.5,4.4,3.6,2.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,27,907,3.5,2.25,1.8,1.2,2.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,6,5.75,5.2,5.2,5.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,3.75,4.75,5,4.2,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.75,6,6,5.8,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,6,5.5,4.6,3.2,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.5,4.5,4.8,4.6,3.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.5,5.75,5.4,4,5.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,6,5.2,4.8,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,NA,907,5.75,5,5.2,4.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,5.25,5.4,4.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,3.75,4,2.8,4,3.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,26,907,6,4.25,5.4,3.6,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,4,4,4.4,3.2,3,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,4,4.75,4.8,3.8,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,20,907,6,5,4.8,4.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.5,4.75,5.4,4.2,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5.25,4.6,3.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,6,5.25,5.4,3.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.5,4.25,5.2,4.6,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5,3.5,4.2,4,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,5.5,5.2,5,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,4.5,4.25,4.6,3.4,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,4.5,3.75,4.8,4.2,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,6,5.5,6,5.2,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,26,907,5.5,4.5,5,2.4,3.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,26,907,5.25,4.75,5.8,4.8,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,5.25,4.75,4.4,4.2,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,5,5,4.8,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.5,4.75,4.6,4.4,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,4,3.25,3.2,3,3.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,4.5,4.2,4.6,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,5.75,5.8,6,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,6,6,6,6,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.5,3.75,4,3.6,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,4.75,3.5,4.4,4,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,4,4.25,5,3.8,2.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,4,3.4,3.8,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.25,5.25,5,4.8,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,6,5.5,5.8,5.4,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5,5,4.8,4.4,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5,4.5,4.6,4.6,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5.75,5.8,4.6,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,6,5.5,4.6,5.6,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,5.5,4.8,4.8,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.5,4.5,4.6,4.4,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,4.75,3.6,4,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.5,5,4.4,2.6,5.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,36,907,3.75,3.25,3,3,3.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5.5,5.6,3.8,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.5,4.75,5,4.6,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,6,5.4,6,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.75,4.5,4,3.6,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,5.5,5.4,4.6,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,4.25,4.25,4.2,3.8,3.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.25,5.25,4,2.8,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22.5,907,5.75,5,5.2,3.8,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,4.75,3.75,5.2,3.6,3,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5.5,4.25,4.4,4.6,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.5,4,3,1.8,3,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,4.5,4.5,5,5,4,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5,4.5,4.2,3.2,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,5.5,2.75,4,4,3.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,6,6,6,5.6,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5.25,5.2,5.2,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,5.5,4.8,4.4,5.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.25,5.5,4.2,4,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5,4.25,5.4,4,3.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5.25,5.25,4,3.2,4.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,25,907,1.25,1.75,3.6,3.6,2.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,24,907,5.75,6,5.8,4.2,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,6,6,5.6,5.6,6,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,6,6,5.8,6,5.75,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.25,5.25,4.4,4,5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5.25,4.75,2.6,3,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,21,907,5.25,5,4.6,4.4,4.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,22,907,5,4.5,4.2,3.8,4.25,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Isreal",49.5,23,907,5.75,5.5,5.8,5.6,5.5,5.27857142857143,4.70892857142857,4.55714285714286,4.67428571428571,4.12571428571429
"Mexico",72,21,729,2,1,1.4,2,1,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,33,729,1,1,1.6,3,2,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,21,729,2,2.25,2.4,4.2,3,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,18,729,1,2.75,1,3.6,3,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,29,729,1.5,2,2,2,1.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,20,729,2.5,3.25,2.4,3.8,4.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,27,729,4.25,4.75,4.8,4.6,4.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,44,729,1,1.5,1.2,2.6,2,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,24,729,1.5,2.5,2.4,3,4.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,35,729,1,2,1.8,2.8,1,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,22,729,1,2.75,1.6,2.4,3.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,19,729,3.25,1.5,2.2,2.2,2.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,25,729,1.75,1,1,2.2,1.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,22,729,2.75,2,3.4,3,3.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,40,729,3.25,2.25,2.8,4.4,3.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,35,729,1.25,1,1,1,1.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,30,729,2.75,1.5,1.2,1.4,1.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,25,729,1.25,1,1.2,1.6,1.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,21,729,1.25,1.75,2.8,3.4,2.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,25,729,2,1,1.4,1.6,2,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,32,729,2.5,1,1.4,1.4,1,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,19,729,3.75,3.5,2.6,3.2,3.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,23,729,5.25,5.5,4.6,3.6,5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,18,729,1,1,1.8,2,1.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,NA,729,1,2.25,1.4,2,3.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,23,729,1,1.25,1,1.2,2.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,24,729,1,1,1,1,1.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,24,729,3,1.75,1.4,3.2,2.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,26,729,1,1.5,1,2.4,2.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,20,729,3.5,2.75,2.4,4,3.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,31,729,1,1.25,2.4,3.2,1.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,20,729,1,1,1.8,2.2,1.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,45,729,2.5,2,2.2,2.4,2.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,20,729,2.25,1.25,1.4,3,2.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,30,729,1.75,1.25,1,1.6,2.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,30,729,3.5,2.25,2.6,3.4,3.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,26,729,1.25,2.25,2,2,4.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,38,729,1.5,1.25,2.6,3.4,4.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,32,729,2.25,3.25,2.6,4.2,4.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,43,729,2,1,1,1,1.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,32,729,2.25,4.25,3.8,3.8,3.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,21,729,1.75,2.5,2.8,2.6,3.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,28,729,2,1.75,2.6,3.2,3,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,22,729,1.75,1.5,1.8,3.2,3.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,24,729,1.25,1.5,2,2.4,2,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,36,729,2.25,3.5,5,4.4,4.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,32,729,4.75,3,1.6,3,3.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,21,729,2.75,3,4,3,3.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,26,729,1.25,1.75,1.4,2,2,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,28,729,1,2.25,2.4,3.6,4,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,25,729,1,1.75,1.4,1.2,1.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,27,729,3,1,3.6,3.4,4.25,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,21,729,1.25,1,1.4,3,1.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,25,729,3,2.5,3.2,3.6,3,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,22,729,1.5,1.75,2,2.4,2.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,24,729,1.75,1.5,2.6,2.2,2.75,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,27,729,1,1,1.2,1.6,1.5,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,30,729,1.25,1,1.4,1.4,2,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,20,729,1.25,1.25,1.2,1.2,1,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,33,729,2,3,1.6,2.8,2,2.1475,2.1575,2.82,2.224,2.792
"Mexico",72,26,729,1.5,1.5,1.4,2.4,2.25,2.1475,2.1575,2.82,2.224,2.792
